bunch_number,peak_lumi,intensity_beam_1,intensity_beam_2,pileup
165,4.6909236E-6,0.15,0.146,0.0032
166,-1.6858056E-7,0.0,0.0,-1.15E-4
167,2.5003683E-6,0.128,0.134,0.00171
168,-1.6646193E-7,0.0,0.0,-1.14E-4
169,5.863471E-6,0.141,0.134,0.004
170,-9.220621E-8,0.0,0.0,-6.29E-5
171,-6.012705E-8,0.0,0.0,-4.1E-5
172,-2.9187328E-8,0.0,0.0,-1.99E-5
173,6.928957E-6,0.145,0.14,0.00473
174,-9.7906096E-8,0.0,0.0,-6.68E-5
175,6.340597E-6,0.153,0.16,0.00432
176,-1.2168714E-7,0.0,0.0,-8.3E-5
177,6.6932075E-6,0.139,0.132,0.00457
178,-1.10957195E-7,0.0,0.0,-7.57E-5
179,6.4562746E-6,0.146,0.153,0.0044
180,-9.467839E-8,0.0,0.0,-6.46E-5
181,2.4017763E-6,0.139,0.132,0.00164
182,-2.0172921E-7,0.0,0.0,-1.38E-4
183,5.582849E-6,0.142,0.152,0.00381
184,-8.3739E-8,0.0,0.0,-5.71E-5
185,3.3870951E-6,0.131,0.124,0.00231
186,-1.9162259E-7,0.0,0.0,-1.31E-4
187,5.9837334E-6,0.133,0.146,0.00408
188,-1.1198788E-7,0.0,0.0,-7.64E-5
189,-5.163717E-8,0.0,0.0,-3.52E-5
190,-8.514399E-8,0.0,0.0,-5.81E-5
191,4.646745E-6,0.139,0.14,0.00317
192,-1.540576E-7,0.0,0.0,-1.05E-4
193,5.1602105E-6,0.156,0.161,0.00352
194,-1.2490179E-7,0.0,0.0,-8.52E-5
195,3.9904426E-6,0.138,0.139,0.00272
196,-1.5994848E-7,0.0,0.0,-1.09E-4
197,6.8073473E-6,0.145,0.152,0.00464
198,-1.0785438E-7,0.0,0.0,-7.36E-5
199,5.706134E-6,0.138,0.14,0.00389
200,-1.2780899E-7,0.0,0.0,-8.72E-5
201,5.5062974E-6,0.145,0.154,0.00376
202,-1.3230218E-7,0.0,0.0,-9.02E-5
203,2.632392E-6,0.131,0.132,0.0018
204,-2.0081765E-7,0.0,0.0,-1.37E-4
205,5.7534685E-6,0.135,0.145,0.00392
206,-1.2044855E-7,0.0,0.0,-8.22E-5
207,-5.8474573E-8,0.0,0.0,-3.99E-5
208,-5.816483E-8,0.0,0.0,-3.97E-5
209,6.421898E-6,0.144,0.149,0.00438
210,-1.2741354E-7,0.0,0.0,-8.69E-5
211,4.8147817E-6,0.148,0.156,0.00328
212,-1.535976E-7,0.0,0.0,-1.05E-4
213,3.645942E-6,0.136,0.145,0.00249
214,-1.7510284E-7,0.0,0.0,-1.19E-4
215,5.5105224E-6,0.141,0.147,0.00376
216,-1.1885065E-7,0.0,0.0,-8.11E-5
217,4.983799E-6,0.134,0.145,0.0034
218,-1.5627998E-7,0.0,0.0,-1.07E-4
219,4.431243E-6,0.139,0.145,0.00302
220,-1.4604578E-7,0.0,0.0,-9.96E-5
221,4.956976E-6,0.126,0.138,0.00338
222,-1.2637672E-7,0.0,0.0,-8.62E-5
223,4.484999E-6,0.128,0.134,0.00306
224,-1.4123631E-7,0.0,0.0,-9.63E-5
225,-9.813706E-8,0.0,0.0,-6.69E-5
226,-7.529639E-8,0.0,0.0,-5.14E-5
227,7.790524E-6,0.146,0.151,0.00531
228,-1.01525785E-7,0.0,0.0,-6.92E-5
229,7.1092263E-6,0.152,0.151,0.00485
230,-1.1706905E-7,0.0,0.0,-7.98E-5
231,3.4993427E-6,0.142,0.145,0.00239
232,-1.6891758E-7,0.0,0.0,-1.15E-4
233,5.796455E-6,0.146,0.142,0.00395
234,-1.2963824E-7,0.0,0.0,-8.84E-5
235,4.7260796E-6,0.14,0.144,0.00322
236,-1.6207287E-7,0.0,0.0,-1.11E-4
237,5.776478E-6,0.145,0.14,0.00394
238,-1.5393078E-7,0.0,0.0,-1.05E-4
239,3.7177463E-6,0.131,0.137,0.00254
240,-1.639225E-7,0.0,0.0,-1.12E-4
241,5.28362E-6,0.136,0.13,0.0036
242,-1.4770018E-7,0.0,0.0,-1.01E-4
243,-7.204178E-8,0.0,0.0,-4.91E-5
244,-9.884762E-8,0.0,0.0,-6.74E-5
245,6.033264E-6,0.149,0.148,0.00411
246,-1.2796194E-7,0.0,0.0,-8.73E-5
247,8.73147E-6,0.159,0.164,0.00596
248,-6.7640045E-8,0.0,0.0,-4.61E-5
249,5.4127863E-6,0.142,0.139,0.00369
250,-1.5669234E-7,0.0,0.0,-1.07E-4
251,6.8531954E-6,0.154,0.161,0.00467
252,-9.9072054E-8,0.0,0.0,-6.76E-5
253,7.298071E-6,0.139,0.137,0.00498
254,-6.664395E-8,0.0,0.0,-4.55E-5
255,6.7879328E-6,0.157,0.161,0.00463
256,-9.283991E-8,0.0,0.0,-6.33E-5
257,5.1821207E-6,0.131,0.127,0.00353
258,-1.5882557E-7,0.0,0.0,-1.08E-4
259,6.4059454E-6,0.149,0.153,0.00437
260,-1.6067557E-7,0.0,0.0,-1.1E-4
261,-9.086079E-8,0.0,0.0,-6.2E-5
262,-6.025771E-8,0.0,0.0,-4.11E-5
263,4.6128675E-6,0.149,0.148,0.00315
264,-1.8716052E-7,0.0,0.0,-1.28E-4
265,4.9585456E-6,0.147,0.153,0.00338
266,-1.6615371E-7,0.0,0.0,-1.13E-4
267,5.2892788E-6,0.143,0.141,0.00361
268,-1.4293413E-7,0.0,0.0,-9.75E-5
269,6.4577E-6,0.148,0.152,0.0044
270,-1.2518731E-7,0.0,0.0,-8.54E-5
271,3.6476497E-6,0.141,0.14,0.00249
272,-1.7343537E-7,0.0,0.0,-1.18E-4
273,5.583828E-6,0.148,0.154,0.00381
274,-1.4490365E-7,0.0,0.0,-9.88E-5
275,2.6295534E-6,0.134,0.129,0.00179
276,-2.121471E-7,0.0,0.0,-1.45E-4
277,7.0392834E-6,0.141,0.144,0.0048
278,-1.2844615E-7,0.0,0.0,-8.76E-5
279,-8.397073E-8,0.0,0.0,-5.73E-5
280,-9.353203E-8,0.0,0.0,-6.38E-5
281,-8.092903E-8,0.0,0.0,-5.52E-5
282,-7.106836E-8,0.0,0.0,-4.85E-5
283,-7.951981E-8,0.0,0.0,-5.42E-5
284,-7.798531E-8,0.0,0.0,-5.32E-5
285,-7.612109E-8,0.0,0.0,-5.19E-5
286,-6.378286E-8,0.0,0.0,-4.35E-5
287,-5.6299072E-8,0.0,0.0,-3.84E-5
288,-4.106094E-8,0.0,0.0,-2.8E-5
289,-5.9443E-8,0.0,0.0,-4.05E-5
290,-7.875775E-8,0.0,0.0,-5.37E-5
291,-5.1232504E-8,0.0,0.0,-3.49E-5
292,-6.915379E-8,0.0,0.0,-4.72E-5
293,-7.2321164E-8,0.0,0.0,-4.93E-5
294,-6.169652E-8,0.0,0.0,-4.21E-5
295,-4.692108E-8,0.0,0.0,-3.2E-5
296,-5.1883116E-8,0.0,0.0,-3.54E-5
297,-6.781644E-8,0.0,0.0,-4.63E-5
298,-7.061143E-8,0.0,0.0,-4.82E-5
299,-3.5258445E-8,0.0,0.0,-2.4E-5
300,-3.4184723E-8,0.0,0.0,-2.33E-5
301,-7.455854E-8,0.0,0.0,-5.09E-5
302,-3.6472056E-8,0.0,0.0,-2.49E-5
303,-2.0514138E-8,0.0,0.0,-1.4E-5
304,-2.0855778E-8,0.0,0.0,-1.42E-5
305,-5.402634E-8,0.0,0.0,-3.68E-5
306,-4.3734108E-8,0.0,0.0,-2.98E-5
307,-4.9416702E-8,0.0,0.0,-3.37E-5
308,-5.561041E-8,0.0,0.0,-3.79E-5
309,5.897648E-6,0.143,0.148,0.00402
310,-9.2241564E-8,0.0,0.0,-6.29E-5
311,4.6686796E-6,0.145,0.149,0.00318
312,-1.337502E-7,0.0,0.0,-9.12E-5
313,3.2147866E-6,0.139,0.143,0.00219
314,-1.3946278E-7,0.0,0.0,-9.51E-5
315,4.6209034E-6,0.137,0.144,0.00315
316,-1.1817582E-7,0.0,0.0,-8.06E-5
317,6.3075804E-6,0.141,0.143,0.0043
318,-7.4341415E-8,0.0,0.0,-5.07E-5
319,4.070754E-6,0.136,0.14,0.00278
320,-1.5942469E-7,0.0,0.0,-1.09E-4
321,3.7806178E-6,0.135,0.137,0.00258
322,-1.6246754E-7,0.0,0.0,-1.11E-4
323,5.6769527E-6,0.127,0.13,0.00387
324,-1.1628547E-7,0.0,0.0,-7.93E-5
325,-9.890066E-8,0.0,0.0,-6.75E-5
326,-6.0926E-8,0.0,0.0,-4.16E-5
327,6.80811E-6,0.144,0.148,0.00464
328,-1.1866887E-7,0.0,0.0,-8.09E-5
329,9.548292E-6,0.149,0.156,0.00651
330,-3.9062982E-8,0.0,0.0,-2.66E-5
331,4.559007E-6,0.137,0.141,0.00311
332,-1.4842074E-7,0.0,0.0,-1.01E-4
333,4.074653E-6,0.141,0.15,0.00278
334,-1.6809288E-7,0.0,0.0,-1.15E-4
335,3.315675E-6,0.139,0.142,0.00226
336,-1.5626192E-7,0.0,0.0,-1.07E-4
337,4.2150727E-6,0.137,0.147,0.00287
338,-1.6729892E-7,0.0,0.0,-1.14E-4
339,5.4061534E-6,0.132,0.133,0.00369
340,-1.516273E-7,0.0,0.0,-1.03E-4
341,4.7329863E-6,0.125,0.138,0.00323
342,-1.1539006E-7,0.0,0.0,-7.87E-5
343,-8.623501E-8,0.0,0.0,-5.88E-5
344,-8.356223E-8,0.0,0.0,-5.7E-5
345,4.1583944E-6,0.14,0.147,0.00284
346,-1.8679545E-7,0.0,0.0,-1.27E-4
347,6.7782016E-6,0.153,0.154,0.00462
348,-8.859843E-8,0.0,0.0,-6.04E-5
349,4.9807195E-6,0.14,0.145,0.0034
350,-1.5448609E-7,0.0,0.0,-1.05E-4
351,5.308586E-6,0.146,0.146,0.00362
352,-1.25552E-7,0.0,0.0,-8.56E-5
353,5.2389414E-6,0.142,0.147,0.00357
354,-1.2758264E-7,0.0,0.0,-8.7E-5
355,5.0150493E-6,0.142,0.144,0.00342
356,-1.030868E-7,0.0,0.0,-7.03E-5
357,4.2364727E-6,0.133,0.143,0.00289
358,-1.6844028E-7,0.0,0.0,-1.15E-4
359,4.051008E-6,0.132,0.132,0.00276
360,-1.7412826E-7,0.0,0.0,-1.19E-4
361,-1.1296553E-7,0.0,0.0,-7.7E-5
362,-4.7258492E-8,0.0,0.0,-3.22E-5
363,4.9582372E-6,0.146,0.152,0.00338
364,-1.321915E-7,0.0,0.0,-9.02E-5
365,7.808515E-6,0.154,0.15,0.00533
366,-8.315679E-8,0.0,0.0,-5.67E-5
367,6.2651984E-6,0.139,0.146,0.00427
368,-1.1939865E-7,0.0,0.0,-8.14E-5
369,4.942929E-6,0.145,0.141,0.00337
370,-1.5815651E-7,0.0,0.0,-1.08E-4
371,4.0907707E-6,0.139,0.147,0.00279
372,-1.7725489E-7,0.0,0.0,-1.21E-4
373,5.7542093E-6,0.141,0.14,0.00392
374,-1.2176324E-7,0.0,0.0,-8.3E-5
375,5.157764E-6,0.13,0.138,0.00352
376,-1.8092301E-7,0.0,0.0,-1.23E-4
377,5.535603E-6,0.132,0.127,0.00378
378,-1.481621E-7,0.0,0.0,-1.01E-4
379,-9.756138E-8,0.0,0.0,-6.65E-5
380,-9.3084324E-8,0.0,0.0,-6.35E-5
381,4.79443E-6,0.15,0.155,0.00327
382,-1.4464118E-7,0.0,0.0,-9.87E-5
383,5.963136E-6,0.156,0.153,0.00407
384,-1.3268917E-7,0.0,0.0,-9.05E-5
385,4.7315766E-6,0.142,0.15,0.00323
386,-1.3925488E-7,0.0,0.0,-9.5E-5
387,5.641533E-6,0.149,0.145,0.00385
388,-1.1459418E-7,0.0,0.0,-7.82E-5
389,6.482062E-6,0.141,0.15,0.00442
390,-1.4239842E-7,0.0,0.0,-9.71E-5
391,8.797018E-6,0.148,0.143,0.006
392,-6.666086E-8,0.0,0.0,-4.55E-5
393,5.173432E-6,0.131,0.142,0.00353
394,-1.8357696E-7,0.0,0.0,-1.25E-4
395,4.1555745E-6,0.137,0.131,0.00283
396,-1.5434313E-7,0.0,0.0,-1.05E-4
397,-1.1921611E-7,0.0,0.0,-8.13E-5
398,-9.588854E-8,0.0,0.0,-6.54E-5
399,4.2092156E-6,0.136,0.153,0.00287
400,-1.793324E-7,0.0,0.0,-1.22E-4
401,9.404622E-6,0.159,0.165,0.00641
402,-9.887299E-8,0.0,0.0,-6.74E-5
403,4.0612813E-6,0.129,0.146,0.00277
404,-1.2655694E-7,0.0,0.0,-8.63E-5
405,9.425834E-6,0.156,0.164,0.00643
406,-8.737368E-8,0.0,0.0,-5.96E-5
407,4.264101E-6,0.126,0.143,0.00291
408,-1.7544639E-7,0.0,0.0,-1.2E-4
409,7.0167152E-6,0.155,0.166,0.00479
410,-9.6713244E-8,0.0,0.0,-6.6E-5
411,3.231711E-6,0.115,0.135,0.0022
412,-1.8284219E-7,0.0,0.0,-1.25E-4
413,8.140971E-6,0.153,0.163,0.00555
414,-9.621135E-8,0.0,0.0,-6.56E-5
415,-7.150108E-8,0.0,0.0,-4.88E-5
416,-7.508003E-8,0.0,0.0,-5.12E-5
417,6.5697836E-6,0.152,0.145,0.00448
418,-1.2457706E-7,0.0,0.0,-8.5E-5
419,8.4252315E-6,0.137,0.157,0.00575
420,-1.1313923E-7,0.0,0.0,-7.72E-5
421,6.1974924E-6,0.149,0.134,0.00423
422,-1.1020743E-7,0.0,0.0,-7.52E-5
423,5.923792E-6,0.135,0.158,0.00404
424,-1.4104532E-7,0.0,0.0,-9.62E-5
425,5.5529326E-6,0.148,0.133,0.00379
426,-1.3901239E-7,0.0,0.0,-9.48E-5
427,5.9086374E-6,0.136,0.159,0.00403
428,-1.293627E-7,0.0,0.0,-8.82E-5
429,4.6476157E-6,0.14,0.124,0.00317
430,-1.6768206E-7,0.0,0.0,-1.14E-4
431,5.390395E-6,0.13,0.153,0.00368
432,-1.5914837E-7,0.0,0.0,-1.09E-4
433,-1.1044954E-7,0.0,0.0,-7.53E-5
434,-1.0008813E-7,0.0,0.0,-6.83E-5
435,-7.983147E-8,0.0,0.0,-5.44E-5
436,-1.0364749E-7,0.0,0.0,-7.07E-5
437,-1.1319995E-7,0.0,0.0,-7.72E-5
438,-8.045788E-8,0.0,0.0,-5.49E-5
439,-6.871915E-8,0.0,0.0,-4.69E-5
440,-8.7257234E-8,0.0,0.0,-5.95E-5
441,-1.0173139E-7,0.0,0.0,-6.94E-5
442,-4.33721E-8,0.0,0.0,-2.96E-5
443,-7.080281E-8,0.0,0.0,-4.83E-5
444,-7.611801E-8,0.0,0.0,-5.19E-5
445,-7.083471E-8,0.0,0.0,-4.83E-5
446,-6.705092E-8,0.0,0.0,-4.57E-5
447,-8.101588E-8,0.0,0.0,-5.53E-5
448,-7.139347E-8,0.0,0.0,-4.87E-5
449,-7.631285E-8,0.0,0.0,-5.2E-5
450,-4.3010477E-8,0.0,0.0,-2.93E-5
451,-6.352269E-8,0.0,0.0,-4.33E-5
452,-4.7168953E-8,0.0,0.0,-3.22E-5
453,-6.1014774E-8,0.0,0.0,-4.16E-5
454,-1.05486734E-7,0.0,0.0,-7.19E-5
455,-5.983037E-8,0.0,0.0,-4.08E-5
456,-4.4196803E-8,0.0,0.0,-3.01E-5
457,-3.38035E-8,0.0,0.0,-2.31E-5
458,-2.5437362E-8,0.0,0.0,-1.73E-5
459,-6.817038E-8,0.0,0.0,-4.65E-5
460,-7.674634E-8,0.0,0.0,-5.23E-5
461,-3.2738612E-8,0.0,0.0,-2.23E-5
462,-4.184414E-8,0.0,0.0,-2.85E-5
463,6.357637E-6,0.145,0.149,0.00434
464,-1.1037537E-7,0.0,0.0,-7.53E-5
465,5.6327385E-6,0.154,0.155,0.00384
466,-1.082602E-7,0.0,0.0,-7.38E-5
467,3.866892E-6,0.139,0.146,0.00264
468,-1.5796051E-7,0.0,0.0,-1.08E-4
469,5.8691985E-6,0.148,0.156,0.004
470,-1.3702903E-7,0.0,0.0,-9.35E-5
471,3.928299E-6,0.139,0.148,0.00268
472,-1.4478337E-7,0.0,0.0,-9.87E-5
473,5.4003704E-6,0.149,0.151,0.00368
474,-1.3230064E-7,0.0,0.0,-9.02E-5
475,4.096366E-6,0.135,0.143,0.00279
476,-1.605791E-7,0.0,0.0,-1.1E-4
477,4.5480865E-6,0.141,0.15,0.0031
478,-1.2978889E-7,0.0,0.0,-8.85E-5
479,-8.605554E-8,0.0,0.0,-5.87E-5
480,-7.607228E-8,0.0,0.0,-5.19E-5
481,4.9911832E-6,0.138,0.151,0.0034
482,-1.808081E-7,0.0,0.0,-1.23E-4
483,6.346532E-6,0.145,0.158,0.00433
484,-1.2138854E-7,0.0,0.0,-8.28E-5
485,4.908593E-6,0.132,0.147,0.00335
486,-1.2832048E-7,0.0,0.0,-8.75E-5
487,5.096623E-6,0.138,0.152,0.00348
488,-1.3003253E-7,0.0,0.0,-8.87E-5
489,4.4865023E-6,0.13,0.15,0.00306
490,-1.6622558E-7,0.0,0.0,-1.13E-4
491,7.028795E-6,0.135,0.152,0.00479
492,-8.920139E-8,0.0,0.0,-6.08E-5
493,3.1077998E-6,0.122,0.145,0.00212
494,-2.0225762E-7,0.0,0.0,-1.38E-4
495,5.5875075E-6,0.125,0.142,0.00381
496,-1.4030746E-7,0.0,0.0,-9.57E-5
497,-9.1588646E-8,0.0,0.0,-6.25E-5
498,-5.2443422E-8,0.0,0.0,-3.58E-5
499,3.695862E-6,0.137,0.141,0.00252
500,-1.8110708E-7,0.0,0.0,-1.24E-4
501,6.1060205E-6,0.153,0.164,0.00416
502,-1.4162791E-7,0.0,0.0,-9.66E-5
503,2.7529466E-6,0.135,0.145,0.00188
504,-1.7712347E-7,0.0,0.0,-1.21E-4
505,5.094917E-6,0.144,0.146,0.00347
506,-1.3478551E-7,0.0,0.0,-9.19E-5
507,3.6328083E-6,0.134,0.148,0.00248
508,-1.6576942E-7,0.0,0.0,-1.13E-4
509,6.389073E-6,0.143,0.145,0.00436
510,-1.09426544E-7,0.0,0.0,-7.46E-5
511,3.1245345E-6,0.124,0.142,0.00213
512,-2.0541077E-7,0.0,0.0,-1.4E-4
513,5.738982E-6,0.133,0.155,0.00391
514,-1.1473368E-7,0.0,0.0,-7.83E-5
515,-5.473114E-8,0.0,0.0,-3.73E-5
516,-9.475448E-8,0.0,0.0,-6.46E-5
517,5.222475E-6,0.137,0.147,0.00356
518,-1.2516195E-7,0.0,0.0,-8.54E-5
519,6.1425526E-6,0.159,0.159,0.00419
520,-1.6122165E-7,0.0,0.0,-1.1E-4
521,3.9631395E-6,0.135,0.143,0.0027
522,-1.8440396E-7,0.0,0.0,-1.26E-4
523,7.45578E-6,0.154,0.156,0.00509
524,-1.0169027E-7,0.0,0.0,-6.94E-5
525,5.124166E-6,0.136,0.146,0.00349
526,-1.2571341E-7,0.0,0.0,-8.57E-5
527,6.804888E-6,0.156,0.159,0.00464
528,-9.1687795E-8,0.0,0.0,-6.25E-5
529,3.5839535E-6,0.133,0.137,0.00244
530,-1.6920887E-7,0.0,0.0,-1.15E-4
531,8.310745E-6,0.148,0.151,0.00567
532,-1.03639806E-7,0.0,0.0,-7.07E-5
533,-9.875155E-8,0.0,0.0,-6.74E-5
