bunch_number,peak_lumi,intensity_beam_1,intensity_beam_2,pileup
527,6.3037833E-6,0.178,0.168,0.0043
528,-9.796451E-8,0.0,0.0,-6.68E-5
529,3.4911468E-6,0.154,0.136,0.00238
530,-1.9592403E-7,0.0,0.0,-1.34E-4
531,6.935215E-6,0.172,0.159,0.00473
532,-8.5039844E-8,0.0,0.0,-5.8E-5
533,-1.0128022E-7,0.0,0.0,-6.91E-5
534,-7.6436216E-8,0.0,0.0,-5.21E-5
535,5.317542E-6,0.161,0.16,0.00363
536,-1.0847656E-7,0.0,0.0,-7.4E-5
537,5.8846053E-6,0.182,0.182,0.00401
538,-1.5990697E-7,0.0,0.0,-1.09E-4
539,4.950663E-6,0.159,0.152,0.00338
540,-1.4370157E-7,0.0,0.0,-9.8E-5
541,6.23697E-6,0.163,0.178,0.00425
542,-1.3629963E-7,0.0,0.0,-9.3E-5
543,8.261817E-6,0.162,0.154,0.00563
544,-6.9614565E-8,0.0,0.0,-4.75E-5
545,6.9183907E-6,0.165,0.178,0.00472
546,-1.3273605E-7,0.0,0.0,-9.05E-5
547,5.3574117E-6,0.16,0.147,0.00365
548,-1.1662096E-7,0.0,0.0,-7.95E-5
549,6.8135773E-6,0.177,0.172,0.00465
550,-1.1294862E-7,0.0,0.0,-7.7E-5
551,-7.2228936E-8,0.0,0.0,-4.93E-5
552,-5.0696794E-8,0.0,0.0,-3.46E-5
553,5.8709675E-6,0.161,0.164,0.004
554,-1.4906635E-7,0.0,0.0,-1.02E-4
555,5.970078E-6,0.174,0.18,0.00407
556,-1.1464913E-7,0.0,0.0,-7.82E-5
557,4.6848736E-6,0.157,0.157,0.0032
558,-1.3827223E-7,0.0,0.0,-9.43E-5
559,7.424019E-6,0.174,0.177,0.00506
560,-6.689336E-8,0.0,0.0,-4.56E-5
561,5.1649286E-6,0.161,0.153,0.00352
562,-1.8940867E-7,0.0,0.0,-1.29E-4
563,6.749211E-6,0.181,0.18,0.0046
564,-1.3743409E-7,0.0,0.0,-9.37E-5
565,4.7543167E-6,0.158,0.147,0.00324
566,-1.5585456E-7,0.0,0.0,-1.06E-4
567,5.825844E-6,0.177,0.172,0.00397
568,-1.2233737E-7,0.0,0.0,-8.34E-5
569,-1.2713186E-7,0.0,0.0,-8.67E-5
570,-7.608766E-8,0.0,0.0,-5.19E-5
571,4.186652E-6,0.163,0.164,0.00286
572,-1.6113673E-7,0.0,0.0,-1.1E-4
573,8.037544E-6,0.175,0.164,0.00548
574,-1.4002386E-7,0.0,0.0,-9.55E-5
575,5.1282295E-6,0.163,0.162,0.0035
576,-1.2268478E-7,0.0,0.0,-8.37E-5
577,5.8446876E-6,0.181,0.163,0.00399
578,-1.2223975E-7,0.0,0.0,-8.34E-5
579,4.352529E-6,0.168,0.164,0.00297
580,-1.4043044E-7,0.0,0.0,-9.58E-5
581,7.8187995E-6,0.185,0.162,0.00533
582,-8.7966264E-8,0.0,0.0,-6.0E-5
583,4.399927E-6,0.163,0.156,0.003
584,-1.7063424E-7,0.0,0.0,-1.16E-4
585,6.738607E-6,0.178,0.148,0.0046
586,-1.18564344E-7,0.0,0.0,-8.09E-5
587,-8.198161E-8,0.0,0.0,-5.59E-5
588,-5.955906E-8,0.0,0.0,-4.06E-5
589,-6.247933E-8,0.0,0.0,-4.26E-5
590,-8.442113E-8,0.0,0.0,-5.76E-5
591,-1.0538682E-7,0.0,0.0,-7.19E-5
592,-8.84574E-8,0.0,0.0,-6.03E-5
593,-8.3966505E-8,0.0,0.0,-5.73E-5
594,-1.0698972E-7,0.0,0.0,-7.3E-5
595,-8.875177E-8,0.0,0.0,-6.05E-5
596,-6.133028E-8,0.0,0.0,-4.18E-5
597,-5.7667553E-8,0.0,0.0,-3.93E-5
598,-8.460559E-8,0.0,0.0,-5.77E-5
599,-7.067099E-8,0.0,0.0,-4.82E-5
600,-7.792267E-8,0.0,0.0,-5.31E-5
601,-8.068385E-8,0.0,0.0,-5.5E-5
602,-5.2326598E-8,0.0,0.0,-3.57E-5
603,-7.164365E-8,0.0,0.0,-4.89E-5
604,-7.778317E-8,0.0,0.0,-5.31E-5
605,-6.7541286E-8,0.0,0.0,-4.61E-5
606,-5.953408E-8,0.0,0.0,-4.06E-5
607,-5.5384827E-8,0.0,0.0,-3.78E-5
608,-6.746404E-8,0.0,0.0,-4.6E-5
609,-7.7513015E-8,0.0,0.0,-5.29E-5
610,-7.096959E-8,0.0,0.0,-4.84E-5
611,-7.0311295E-8,0.0,0.0,-4.8E-5
612,-4.125847E-8,0.0,0.0,-2.81E-5
613,-6.558137E-8,0.0,0.0,-4.47E-5
614,-1.2860102E-8,0.0,0.0,-8.77E-6
615,-7.516919E-8,0.0,0.0,-5.13E-5
616,-8.124376E-8,0.0,0.0,-5.54E-5
617,3.8476037E-6,0.154,0.152,0.00262
618,-1.4638204E-7,0.0,0.0,-9.98E-5
619,4.5209317E-6,0.165,0.171,0.00308
620,-1.4091889E-7,0.0,0.0,-9.61E-5
621,3.959741E-6,0.152,0.148,0.0027
622,-1.7344229E-7,0.0,0.0,-1.18E-4
623,5.548896E-6,0.165,0.165,0.00378
624,-1.1065552E-7,0.0,0.0,-7.55E-5
625,4.5609504E-6,0.158,0.151,0.00311
626,-1.8578628E-7,0.0,0.0,-1.27E-4
627,4.203806E-6,0.171,0.165,0.00287
628,-1.4323466E-7,0.0,0.0,-9.77E-5
629,6.8301483E-6,0.155,0.144,0.00466
630,-7.1939944E-8,0.0,0.0,-4.91E-5
631,7.535445E-6,0.167,0.158,0.00514
632,-8.548025E-8,0.0,0.0,-5.83E-5
633,-8.4240895E-8,0.0,0.0,-5.75E-5
634,-1.8101908E-8,0.0,0.0,-1.23E-5
635,3.6618878E-6,0.158,0.131,0.0025
636,-1.5130027E-7,0.0,0.0,-1.03E-4
637,3.9732786E-6,0.166,0.175,0.00271
638,-1.8824463E-7,0.0,0.0,-1.28E-4
639,3.5947912E-6,0.154,0.126,0.00245
640,-1.5896046E-7,0.0,0.0,-1.08E-4
641,5.416177E-6,0.166,0.166,0.00369
642,-1.23893E-7,0.0,0.0,-8.45E-5
643,4.887987E-6,0.158,0.126,0.00333
644,-1.1080155E-7,0.0,0.0,-7.56E-5
645,4.950724E-6,0.174,0.17,0.00338
646,-1.689218E-7,0.0,0.0,-1.15E-4
647,5.224502E-6,0.154,0.121,0.00356
648,-1.2407554E-7,0.0,0.0,-8.46E-5
649,6.4176265E-6,0.168,0.161,0.00438
650,-9.478638E-8,0.0,0.0,-6.46E-5
651,-8.6479425E-8,0.0,0.0,-5.9E-5
652,-4.8208857E-8,0.0,0.0,-3.29E-5
653,5.4040224E-6,0.144,0.149,0.00369
654,-1.2661613E-7,0.0,0.0,-8.64E-5
655,5.2560417E-6,0.169,0.176,0.00358
656,-9.887952E-8,0.0,0.0,-6.74E-5
657,4.3089417E-6,0.149,0.15,0.00294
658,-1.672336E-7,0.0,0.0,-1.14E-4
659,6.5663526E-6,0.169,0.168,0.00448
660,-1.1339556E-7,0.0,0.0,-7.73E-5
661,3.8272233E-6,0.156,0.151,0.00261
662,-1.6878192E-7,0.0,0.0,-1.15E-4
663,7.321174E-6,0.178,0.166,0.00499
664,-9.190992E-8,0.0,0.0,-6.27E-5
665,4.1156786E-6,0.155,0.144,0.00281
666,-1.5347116E-7,0.0,0.0,-1.05E-4
667,5.3465337E-6,0.171,0.161,0.00365
668,-1.05817996E-7,0.0,0.0,-7.22E-5
669,-9.589123E-8,0.0,0.0,-6.54E-5
670,-6.5554474E-8,0.0,0.0,-4.47E-5
671,5.664403E-6,0.163,0.159,0.00386
672,-1.2085206E-7,0.0,0.0,-8.24E-5
673,5.743776E-6,0.156,0.177,0.00392
674,-1.2812103E-7,0.0,0.0,-8.74E-5
675,5.4800585E-6,0.161,0.154,0.00374
676,-1.3537233E-7,0.0,0.0,-9.23E-5
677,6.472282E-6,0.156,0.169,0.00441
678,-1.2479879E-7,0.0,0.0,-8.51E-5
679,5.6870704E-6,0.164,0.155,0.00388
680,-1.0875402E-7,0.0,0.0,-7.42E-5
681,5.4234424E-6,0.165,0.168,0.0037
682,-1.1632736E-7,0.0,0.0,-7.93E-5
683,4.677228E-6,0.159,0.149,0.00319
684,-1.6101683E-7,0.0,0.0,-1.1E-4
685,7.511563E-6,0.163,0.161,0.00512
686,-1.0526307E-7,0.0,0.0,-7.18E-5
687,-7.277348E-8,0.0,0.0,-4.96E-5
688,-8.425703E-8,0.0,0.0,-5.75E-5
689,3.2698274E-6,0.165,0.161,0.00223
690,-1.8485859E-7,0.0,0.0,-1.26E-4
691,6.4132482E-6,0.181,0.18,0.00437
692,-1.3229334E-7,0.0,0.0,-9.02E-5
693,3.8130568E-6,0.162,0.156,0.0026
694,-1.8584738E-7,0.0,0.0,-1.27E-4
695,6.0753323E-6,0.177,0.168,0.00414
696,-1.3137603E-7,0.0,0.0,-8.96E-5
697,4.312598E-6,0.167,0.154,0.00294
698,-1.6969348E-7,0.0,0.0,-1.16E-4
699,5.6601466E-6,0.18,0.169,0.00386
700,-1.18656196E-7,0.0,0.0,-8.09E-5
701,4.1223366E-6,0.163,0.147,0.00281
702,-1.9298339E-7,0.0,0.0,-1.32E-4
703,5.894924E-6,0.176,0.157,0.00402
704,-1.12012856E-7,0.0,0.0,-7.64E-5
705,-1.1664402E-7,0.0,0.0,-7.96E-5
706,-1.0390689E-7,0.0,0.0,-7.09E-5
707,5.4868005E-6,0.152,0.157,0.00374
708,-1.5737793E-7,0.0,0.0,-1.07E-4
709,8.048779E-6,0.176,0.182,0.00549
710,-7.576446E-8,0.0,0.0,-5.17E-5
711,5.679001E-6,0.156,0.148,0.00387
712,-1.4251678E-7,0.0,0.0,-9.72E-5
713,8.372455E-6,0.177,0.178,0.00571
714,-7.2370355E-8,0.0,0.0,-4.94E-5
715,4.353464E-6,0.16,0.148,0.00297
716,-1.5553483E-7,0.0,0.0,-1.06E-4
717,5.785821E-6,0.18,0.179,0.00395
718,-1.1319418E-7,0.0,0.0,-7.72E-5
719,4.3154505E-6,0.157,0.138,0.00294
720,-1.568353E-7,0.0,0.0,-1.07E-4
721,5.974523E-6,0.178,0.173,0.00407
722,-1.3524281E-7,0.0,0.0,-9.22E-5
723,-1.11437565E-7,0.0,0.0,-7.6E-5
724,-7.0819716E-8,0.0,0.0,-4.83E-5
725,4.6479718E-6,0.156,0.165,0.00317
726,-1.6985834E-7,0.0,0.0,-1.16E-4
727,5.6631666E-6,0.17,0.166,0.00386
728,-1.3023774E-7,0.0,0.0,-8.88E-5
729,6.627607E-6,0.161,0.164,0.00452
730,-1.2700312E-7,0.0,0.0,-8.66E-5
731,4.9380164E-6,0.18,0.163,0.00337
732,-1.8341402E-7,0.0,0.0,-1.25E-4
733,5.801706E-6,0.17,0.166,0.00396
734,-1.626693E-7,0.0,0.0,-1.11E-4
735,6.4536966E-6,0.191,0.161,0.0044
736,-1.3832872E-7,0.0,0.0,-9.43E-5
737,7.3452825E-6,0.166,0.16,0.00501
738,-1.0203229E-7,0.0,0.0,-6.96E-5
739,5.717128E-6,0.187,0.149,0.0039
740,-1.2916786E-7,0.0,0.0,-8.81E-5
741,-1.0442607E-7,0.0,0.0,-7.12E-5
742,-1.05113195E-7,0.0,0.0,-7.17E-5
743,-9.544544E-8,0.0,0.0,-6.51E-5
744,-8.137096E-8,0.0,0.0,-5.55E-5
745,-8.555442E-8,0.0,0.0,-5.84E-5
746,-7.464386E-8,0.0,0.0,-5.09E-5
747,-7.692581E-8,0.0,0.0,-5.25E-5
748,-5.7319763E-8,0.0,0.0,-3.91E-5
749,-8.3536094E-8,0.0,0.0,-5.7E-5
750,-6.8536615E-8,0.0,0.0,-4.67E-5
751,-7.720826E-8,0.0,0.0,-5.27E-5
752,-6.096943E-8,0.0,0.0,-4.16E-5
753,-9.540356E-8,0.0,0.0,-6.51E-5
754,-6.968643E-8,0.0,0.0,-4.75E-5
755,-7.463502E-8,0.0,0.0,-5.09E-5
756,-6.0235806E-8,0.0,0.0,-4.11E-5
757,-6.823263E-8,0.0,0.0,-4.65E-5
758,-6.813579E-8,0.0,0.0,-4.65E-5
759,-3.725218E-8,0.0,0.0,-2.54E-5
760,-6.3857414E-8,0.0,0.0,-4.36E-5
761,-9.629551E-8,0.0,0.0,-6.57E-5
762,-6.5698195E-8,0.0,0.0,-4.48E-5
763,-3.2847755E-8,0.0,0.0,-2.24E-5
764,-8.3571834E-8,0.0,0.0,-5.7E-5
765,-9.0408854E-8,0.0,0.0,-6.17E-5
766,-3.576495E-8,0.0,0.0,-2.44E-5
767,-4.83987E-8,0.0,0.0,-3.3E-5
768,-4.5121418E-8,0.0,0.0,-3.08E-5
769,-6.410337E-8,0.0,0.0,-4.37E-5
770,-5.5804865E-8,0.0,0.0,-3.81E-5
771,4.5628667E-6,0.155,0.151,0.00311
772,-1.122296E-7,0.0,0.0,-7.65E-5
773,5.3430767E-6,0.171,0.162,0.00364
774,-1.2450019E-7,0.0,0.0,-8.49E-5
775,5.2021855E-6,0.151,0.149,0.00355
776,-7.79146E-8,0.0,0.0,-5.31E-5
777,5.6478034E-6,0.165,0.158,0.00385
778,-1.3406842E-7,0.0,0.0,-9.14E-5
779,5.178967E-6,0.155,0.153,0.00353
780,-1.1887294E-7,0.0,0.0,-8.11E-5
781,5.5201685E-6,0.17,0.163,0.00376
782,-1.4053305E-7,0.0,0.0,-9.58E-5
783,4.618852E-6,0.153,0.146,0.00315
784,-1.474181E-7,0.0,0.0,-1.01E-4
785,6.540192E-6,0.166,0.159,0.00446
786,-1.0868908E-7,0.0,0.0,-7.41E-5
787,-5.8154455E-8,0.0,0.0,-3.97E-5
788,-5.4791858E-8,0.0,0.0,-3.74E-5
789,6.1158835E-6,0.155,0.158,0.00417
790,-1.2391375E-7,0.0,0.0,-8.45E-5
791,6.0344514E-6,0.166,0.171,0.00412
792,-1.3590227E-7,0.0,0.0,-9.27E-5
793,4.0469613E-6,0.15,0.152,0.00276
794,-1.432481E-7,0.0,0.0,-9.77E-5
795,5.014456E-6,0.166,0.167,0.00342
796,-1.4893493E-7,0.0,0.0,-1.02E-4
797,4.5242136E-6,0.153,0.154,0.00309
798,-1.5798665E-7,0.0,0.0,-1.08E-4
799,5.4197176E-6,0.17,0.171,0.0037
800,-1.08785535E-7,0.0,0.0,-7.42E-5
801,4.3977593E-6,0.144,0.148,0.003
802,-1.7462554E-7,0.0,0.0,-1.19E-4
803,6.1116098E-6,0.167,0.165,0.00417
804,-1.2359864E-7,0.0,0.0,-8.43E-5
805,-9.083542E-8,0.0,0.0,-6.2E-5
806,-6.541536E-8,0.0,0.0,-4.46E-5
807,4.7283243E-6,0.152,0.155,0.00322
808,-1.6706912E-7,0.0,0.0,-1.14E-4
809,6.014277E-6,0.169,0.166,0.0041
810,-1.5350844E-7,0.0,0.0,-1.05E-4
811,4.20106E-6,0.153,0.154,0.00287
812,-1.2672872E-7,0.0,0.0,-8.64E-5
813,6.525713E-6,0.17,0.168,0.00445
814,-1.04357284E-7,0.0,0.0,-7.12E-5
815,4.8606275E-6,0.157,0.155,0.00332
816,-1.419265E-7,0.0,0.0,-9.68E-5
817,6.3017346E-6,0.173,0.169,0.0043
818,-9.0152525E-8,0.0,0.0,-6.15E-5
819,5.911114E-6,0.153,0.151,0.00403
820,-1.0552824E-7,0.0,0.0,-7.2E-5
821,5.379995E-6,0.168,0.164,0.00367
822,-1.3430437E-7,0.0,0.0,-9.16E-5
823,-1.0525078E-7,0.0,0.0,-7.18E-5
824,-7.564879E-8,0.0,0.0,-5.16E-5
825,3.634701E-6,0.155,0.161,0.00248
826,-1.9147349E-7,0.0,0.0,-1.31E-4
827,7.3504093E-6,0.171,0.174,0.00501
828,-8.798241E-8,0.0,0.0,-6.0E-5
829,4.30033E-6,0.15,0.155,0.00293
830,-1.6352321E-7,0.0,0.0,-1.12E-4
831,7.327884E-6,0.168,0.167,0.005
832,-8.756122E-8,0.0,0.0,-5.97E-5
833,5.291023E-6,0.15,0.153,0.00361
834,-1.2432687E-7,0.0,0.0,-8.48E-5
835,1.0178472E-5,0.172,0.167,0.00694
836,-1.944733E-8,0.0,0.0,-1.33E-5
837,5.801984E-6,0.143,0.148,0.00396
838,-1.2493675E-7,0.0,0.0,-8.52E-5
839,5.7336556E-6,0.167,0.163,0.00391
840,-1.4648772E-7,0.0,0.0,-9.99E-5
841,-1.0164876E-7,0.0,0.0,-6.93E-5
842,-9.238298E-8,0.0,0.0,-6.3E-5
843,6.2133777E-6,0.165,0.168,0.00424
844,-1.2998257E-7,0.0,0.0,-8.87E-5
845,6.175298E-6,0.186,0.177,0.00421
846,-1.3358151E-7,0.0,0.0,-9.11E-5
847,4.719766E-6,0.163,0.166,0.00322
848,-1.476629E-7,0.0,0.0,-1.01E-4
849,7.373779E-6,0.183,0.173,0.00503
850,-1.4046964E-7,0.0,0.0,-9.58E-5
851,5.3849917E-6,0.166,0.168,0.00367
852,-1.6417574E-7,0.0,0.0,-1.12E-4
853,5.2739065E-6,0.184,0.154,0.0036
854,-1.3866767E-7,0.0,0.0,-9.46E-5
855,5.2277946E-6,0.158,0.163,0.00357
856,-1.3641224E-7,0.0,0.0,-9.3E-5
857,6.9059715E-6,0.18,0.169,0.00471
858,-1.1943439E-7,0.0,0.0,-8.15E-5
859,-9.8811114E-8,0.0,0.0,-6.74E-5
860,-6.542996E-8,0.0,0.0,-4.46E-5
861,-1.1904049E-7,0.0,0.0,-8.12E-5
862,-1.1142719E-7,0.0,0.0,-7.6E-5
863,-7.657687E-8,0.0,0.0,-5.22E-5
864,-7.644582E-8,0.0,0.0,-5.21E-5
865,-1.05308416E-7,0.0,0.0,-7.18E-5
866,-7.661952E-8,0.0,0.0,-5.23E-5
867,-8.037372E-8,0.0,0.0,-5.48E-5
868,-3.943383E-8,0.0,0.0,-2.69E-5
869,-9.156982E-8,0.0,0.0,-6.25E-5
870,-7.995483E-8,0.0,0.0,-5.45E-5
871,-6.9181844E-8,0.0,0.0,-4.72E-5
872,-6.8364834E-8,0.0,0.0,-4.66E-5
873,-8.1101575E-8,0.0,0.0,-5.53E-5
874,-6.936477E-8,0.0,0.0,-4.73E-5
875,-6.2796374E-8,0.0,0.0,-4.28E-5
876,-3.9133692E-8,0.0,0.0,-2.67E-5
877,-4.537352E-8,0.0,0.0,-3.09E-5
878,-8.332281E-8,0.0,0.0,-5.68E-5
879,-7.1660175E-8,0.0,0.0,-4.89E-5
880,-5.650275E-8,0.0,0.0,-3.85E-5
881,-6.4077234E-8,0.0,0.0,-4.37E-5
882,-6.4717085E-8,0.0,0.0,-4.41E-5
883,-4.1590503E-8,0.0,0.0,-2.84E-5
884,-7.892031E-8,0.0,0.0,-5.38E-5
885,-2.9572778E-8,0.0,0.0,-2.02E-5
886,-3.6214576E-8,0.0,0.0,-2.47E-5
887,-5.6096546E-8,0.0,0.0,-3.83E-5
888,-5.123481E-8,0.0,0.0,-3.49E-5
889,-4.680579E-8,0.0,0.0,-3.19E-5
890,-4.6949904E-8,0.0,0.0,-3.2E-5
891,-5.145847E-8,0.0,0.0,-3.51E-5
892,5.008518E-6,0.15,0.159,0.00342
893,-1.3769886E-7,0.0,0.0,-9.39E-5
894,7.870794E-6,0.178,0.163,0.00537
895,-7.0034986E-8,0.0,0.0,-4.78E-5
896,3.409055E-6,0.149,0.158,0.00233
897,-1.478831E-7,0.0,0.0,-1.01E-4
898,6.7571027E-6,0.173,0.162,0.00461
899,-1.2862178E-7,0.0,0.0,-8.77E-5
900,3.0464796E-6,0.154,0.158,0.00208
901,-1.4638127E-7,0.0,0.0,-9.98E-5
902,7.565428E-6,0.174,0.166,0.00516
903,-9.341598E-8,0.0,0.0,-6.37E-5
904,2.9110442E-6,0.151,0.156,0.00199
905,-1.3979404E-7,0.0,0.0,-9.53E-5
906,6.8846707E-6,0.173,0.164,0.0047
907,-9.676512E-8,0.0,0.0,-6.6E-5
908,-4.7023686E-8,0.0,0.0,-3.21E-5
909,-7.995406E-8,0.0,0.0,-5.45E-5
910,5.4551724E-6,0.154,0.152,0.00372
911,-1.2505357E-7,0.0,0.0,-8.53E-5
912,5.903313E-6,0.178,0.175,0.00403
913,-1.07741016E-7,0.0,0.0,-7.35E-5
914,5.502428E-6,0.15,0.149,0.00375
915,-1.2519999E-7,0.0,0.0,-8.54E-5
916,4.4212484E-6,0.173,0.169,0.00302
917,-1.6550156E-7,0.0,0.0,-1.13E-4
918,5.4507623E-6,0.152,0.153,0.00372
919,-1.3257234E-7,0.0,0.0,-9.04E-5
920,5.744745E-6,0.179,0.173,0.00392
921,-9.569293E-8,0.0,0.0,-6.53E-5
922,3.877156E-6,0.145,0.152,0.00264
923,-1.971753E-7,0.0,0.0,-1.34E-4
924,5.2524297E-6,0.176,0.168,0.00358
925,-9.149949E-8,0.0,0.0,-6.24E-5
926,-1.0688288E-7,0.0,0.0,-7.29E-5
927,-5.119792E-8,0.0,0.0,-3.49E-5
928,4.3565296E-6,0.147,0.154,0.00297
929,-1.278597E-7,0.0,0.0,-8.72E-5
930,7.470906E-6,0.177,0.17,0.0051
931,-1.00535836E-7,0.0,0.0,-6.86E-5
932,5.206715E-6,0.151,0.156,0.00355
933,-1.5023039E-7,0.0,0.0,-1.02E-4
934,4.6973523E-6,0.176,0.168,0.0032
935,-1.8701641E-7,0.0,0.0,-1.28E-4
936,3.8667654E-6,0.152,0.157,0.00264
937,-1.5664469E-7,0.0,0.0,-1.07E-4
938,8.7726585E-6,0.182,0.174,0.00598
939,-7.385259E-8,0.0,0.0,-5.04E-5
940,5.025936E-6,0.147,0.156,0.00343
941,-1.2577529E-7,0.0,0.0,-8.58E-5
942,8.00142E-6,0.178,0.172,0.00546
943,-1.03247054E-7,0.0,0.0,-7.04E-5
944,-9.969039E-8,0.0,0.0,-6.8E-5
945,-9.6241706E-8,0.0,0.0,-6.56E-5
946,3.6448102E-6,0.154,0.15,0.00249
947,-1.6848217E-7,0.0,0.0,-1.15E-4
948,6.3611956E-6,0.172,0.175,0.00434
949,-1.1020858E-7,0.0,0.0,-7.52E-5
950,2.9951207E-6,0.15,0.151,0.00204
951,-1.8808322E-7,0.0,0.0,-1.28E-4
952,7.660866E-6,0.172,0.167,0.00523
953,-8.5782304E-8,0.0,0.0,-5.85E-5
954,4.826104E-6,0.155,0.157,0.00329
955,-1.622312E-7,0.0,0.0,-1.11E-4
956,5.9526683E-6,0.176,0.168,0.00406
957,-1.3034534E-7,0.0,0.0,-8.89E-5
958,4.0251525E-6,0.146,0.155,0.00275
959,-1.8789683E-7,0.0,0.0,-1.28E-4
960,6.7933606E-6,0.174,0.158,0.00463
961,-1.2336882E-7,0.0,0.0,-8.41E-5
962,-7.4600045E-8,0.0,0.0,-5.09E-5
963,-8.412676E-8,0.0,0.0,-5.74E-5
964,6.325446E-6,0.164,0.162,0.00431
965,-1.2748272E-7,0.0,0.0,-8.69E-5
966,3.326485E-6,0.183,0.155,0.00227
967,-1.797094E-7,0.0,0.0,-1.23E-4
968,4.5440306E-6,0.157,0.16,0.0031
969,-1.7021766E-7,0.0,0.0,-1.16E-4
970,8.184528E-6,0.177,0.157,0.00558
971,-9.809479E-8,0.0,0.0,-6.69E-5
972,5.5755986E-6,0.162,0.165,0.0038
973,-1.13074286E-7,0.0,0.0,-7.71E-5
974,7.5155367E-6,0.179,0.163,0.00513
975,-1.3446385E-7,0.0,0.0,-9.17E-5
976,4.6839828E-6,0.157,0.162,0.00319
977,-1.4245414E-7,0.0,0.0,-9.72E-5
978,6.2305585E-6,0.173,0.164,0.00425
979,-1.3492615E-7,0.0,0.0,-9.2E-5
980,-1.0405792E-7,0.0,0.0,-7.1E-5
981,-8.3343174E-8,0.0,0.0,-5.68E-5
982,3.7874356E-6,0.163,0.161,0.00258
983,-1.9505667E-7,0.0,0.0,-1.33E-4
984,6.733063E-6,0.193,0.164,0.00459
985,-1.250455E-7,0.0,0.0,-8.53E-5
986,4.7062413E-6,0.162,0.158,0.00321
987,-1.5241051E-7,0.0,0.0,-1.04E-4
988,5.634639E-6,0.187,0.164,0.00384
989,-1.2705345E-7,0.0,0.0,-8.67E-5
990,5.7132215E-6,0.165,0.159,0.0039
991,-1.29649E-7,0.0,0.0,-8.84E-5
992,8.667795E-6,0.191,0.17,0.00591
993,-6.772959E-8,0.0,0.0,-4.62E-5
994,3.419654E-6,0.16,0.156,0.00233
995,-1.9631793E-7,0.0,0.0,-1.34E-4
996,6.30104E-6,0.182,0.169,0.0043
997,-1.2123674E-7,0.0,0.0,-8.27E-5
998,-7.460696E-8,0.0,0.0,-5.09E-5
999,-1.01387826E-7,0.0,0.0,-6.92E-5
1000,6.739178E-6,0.162,0.162,0.0046
1001,-1.2587444E-7,0.0,0.0,-8.59E-5
1002,5.692775E-6,0.176,0.16,0.00388
1003,-1.3859274E-7,0.0,0.0,-9.45E-5
1004,6.281151E-6,0.162,0.158,0.00428
1005,-1.1653641E-7,0.0,0.0,-7.95E-5
1006,7.518542E-6,0.181,0.168,0.00513
1007,-1.3283635E-7,0.0,0.0,-9.06E-5
1008,7.348746E-6,0.161,0.168,0.00501
1009,-1.2110532E-7,0.0,0.0,-8.26E-5
1010,8.533024E-6,0.186,0.176,0.00582
1011,-1.0134824E-7,0.0,0.0,-6.91E-5
1012,6.286974E-6,0.161,0.162,0.00429
1013,-1.1256932E-7,0.0,0.0,-7.68E-5
1014,7.1610416E-6,0.178,0.171,0.00488
1015,-1.2150805E-7,0.0,0.0,-8.29E-5
1016,-9.901787E-8,0.0,0.0,-6.75E-5
1017,-9.343327E-8,0.0,0.0,-6.37E-5
1018,-7.052919E-8,0.0,0.0,-4.81E-5
1019,-1.2772675E-7,0.0,0.0,-8.71E-5
1020,-8.566855E-8,0.0,0.0,-5.84E-5
1021,-8.938816E-8,0.0,0.0,-6.1E-5
1022,-8.241894E-8,0.0,0.0,-5.62E-5
1023,-9.363733E-8,0.0,0.0,-6.39E-5
1024,-9.255361E-8,0.0,0.0,-6.31E-5
1025,-7.338183E-8,0.0,0.0,-5.0E-5
1026,-5.991991E-8,0.0,0.0,-4.09E-5
1027,-9.304282E-8,0.0,0.0,-6.35E-5
1028,-3.7351327E-8,0.0,0.0,-2.55E-5
1029,-7.019447E-8,0.0,0.0,-4.79E-5
1030,-6.6759625E-8,0.0,0.0,-4.55E-5
1031,-4.8994746E-8,0.0,0.0,-3.34E-5
1032,-6.030075E-8,0.0,0.0,-4.11E-5
1033,-7.8041424E-8,0.0,0.0,-5.32E-5
1034,-9.5050005E-8,0.0,0.0,-6.48E-5
1035,-7.7410405E-8,0.0,0.0,-5.28E-5
1036,-3.57123E-8,0.0,0.0,-2.44E-5
1037,-5.0844363E-8,0.0,0.0,-3.47E-5
1038,-6.2575786E-8,0.0,0.0,-4.27E-5
1039,-5.567267E-8,0.0,0.0,-3.8E-5
1040,-4.8294556E-8,0.0,0.0,-3.29E-5
1041,-5.268553E-8,0.0,0.0,-3.59E-5
1042,-5.7377022E-8,0.0,0.0,-3.91E-5
1043,-8.2934285E-8,0.0,0.0,-5.66E-5
1044,-6.019469E-8,0.0,0.0,-4.11E-5
1045,-4.9859796E-8,0.0,0.0,-3.4E-5
1046,4.045078E-6,0.154,0.15,0.00276
1047,-1.6318926E-7,0.0,0.0,-1.11E-4
1048,7.1081854E-6,0.166,0.174,0.00485
1049,-7.551467E-8,0.0,0.0,-5.15E-5
1050,5.1104107E-6,0.149,0.149,0.00349
1051,-1.234426E-7,0.0,0.0,-8.42E-5
1052,3.8910657E-6,0.165,0.167,0.00265
1053,-1.3672275E-7,0.0,0.0,-9.33E-5
1054,4.543602E-6,0.155,0.149,0.0031
1055,-1.3464523E-7,0.0,0.0,-9.18E-5
1056,6.458377E-6,0.171,0.172,0.0044
