bunch_number,peak_lumi,intensity_beam_1,intensity_beam_2,pileup
82,-1.2402866E-7,0.0,0.0,-8.46E-5
83,6.474045E-6,0.17,0.172,0.00442
84,-8.2011205E-8,0.0,0.0,-5.59E-5
85,5.9582117E-6,0.155,0.16,0.00406
86,-1.2467966E-7,0.0,0.0,-8.5E-5
87,4.1498297E-6,0.162,0.174,0.00283
88,-1.4241111E-7,0.0,0.0,-9.71E-5
89,-8.829023E-8,0.0,0.0,-6.02E-5
90,-6.406417E-8,0.0,0.0,-4.37E-5
91,6.336829E-6,0.157,0.167,0.00432
92,-1.06283E-7,0.0,0.0,-7.25E-5
93,7.076299E-6,0.171,0.177,0.00483
94,-6.268685E-8,0.0,0.0,-4.28E-5
95,4.8299025E-6,0.154,0.163,0.00329
96,-1.5050901E-7,0.0,0.0,-1.03E-4
97,5.0802905E-6,0.165,0.173,0.00346
98,-1.3602448E-7,0.0,0.0,-9.28E-5
99,4.1363146E-6,0.157,0.164,0.00282
100,-1.4830006E-7,0.0,0.0,-1.01E-4
101,6.8392446E-6,0.166,0.178,0.00466
102,-9.927881E-8,0.0,0.0,-6.77E-5
103,3.6652577E-6,0.153,0.16,0.0025
104,-1.5307303E-7,0.0,0.0,-1.04E-4
105,4.208765E-6,0.147,0.174,0.00287
106,-1.5498337E-7,0.0,0.0,-1.06E-4
107,-7.429107E-8,0.0,0.0,-5.07E-5
108,-4.8000953E-8,0.0,0.0,-3.27E-5
109,4.670197E-6,0.159,0.16,0.00319
110,-1.3173995E-7,0.0,0.0,-8.99E-5
111,5.3899657E-6,0.16,0.171,0.00368
112,-1.2561812E-7,0.0,0.0,-8.57E-5
113,3.7924765E-6,0.16,0.165,0.00259
114,-1.4786465E-7,0.0,0.0,-1.01E-4
115,5.0523204E-6,0.163,0.18,0.00345
116,-1.3225069E-7,0.0,0.0,-9.02E-5
117,4.5821585E-6,0.167,0.158,0.00313
118,-1.2848189E-7,0.0,0.0,-8.76E-5
119,8.160774E-6,0.168,0.191,0.00557
120,-6.343777E-8,0.0,0.0,-4.33E-5
121,5.5637174E-6,0.158,0.167,0.00379
122,-1.3241402E-7,0.0,0.0,-9.03E-5
123,7.104046E-6,0.157,0.186,0.00485
124,-8.084333E-8,0.0,0.0,-5.51E-5
125,-6.716237E-8,0.0,0.0,-4.58E-5
126,-4.6881883E-8,0.0,0.0,-3.2E-5
127,-5.3804985E-8,0.0,0.0,-3.67E-5
128,-6.962417E-8,0.0,0.0,-4.75E-5
129,-6.697983E-8,0.0,0.0,-4.57E-5
130,-6.142444E-8,0.0,0.0,-4.19E-5
131,-6.5455325E-8,0.0,0.0,-4.46E-5
132,-3.8304766E-8,0.0,0.0,-2.61E-5
133,-8.474279E-8,0.0,0.0,-5.78E-5
134,-3.4514446E-8,0.0,0.0,-2.35E-5
135,-6.537577E-8,0.0,0.0,-4.46E-5
136,-3.6882867E-8,0.0,0.0,-2.52E-5
137,-4.399812E-9,0.0,0.0,-3.0E-6
138,-5.8415008E-8,0.0,0.0,-3.98E-5
139,-3.922285E-8,0.0,0.0,-2.68E-5
140,-4.7140897E-8,0.0,0.0,-3.22E-5
141,-4.65364E-8,0.0,0.0,-3.17E-5
142,-5.52142E-8,0.0,0.0,-3.77E-5
143,-2.6650586E-8,0.0,0.0,-1.82E-5
144,-5.1445788E-8,0.0,0.0,-3.51E-5
145,-8.083334E-8,0.0,0.0,-5.51E-5
146,-5.557813E-8,0.0,0.0,-3.79E-5
147,-4.1985942E-8,0.0,0.0,-2.86E-5
148,-5.272742E-8,0.0,0.0,-3.6E-5
149,-5.340032E-8,0.0,0.0,-3.64E-5
150,-5.0454304E-8,0.0,0.0,-3.44E-5
151,-3.6541614E-8,0.0,0.0,-2.49E-5
152,-2.9158507E-8,0.0,0.0,-1.99E-5
153,-5.2695523E-8,0.0,0.0,-3.59E-5
154,-4.7887585E-8,0.0,0.0,-3.27E-5
155,2.6332445E-6,0.152,0.156,0.0018
156,-1.2084207E-7,0.0,0.0,-8.24E-5
157,5.299721E-6,0.168,0.172,0.00361
158,-8.755583E-8,0.0,0.0,-5.97E-5
159,4.050582E-6,0.148,0.154,0.00276
160,-8.193896E-8,0.0,0.0,-5.59E-5
161,6.7936735E-6,0.167,0.168,0.00463
162,-7.4376E-8,0.0,0.0,-5.07E-5
163,4.350531E-6,0.155,0.159,0.00297
164,-1.4401861E-7,0.0,0.0,-9.82E-5
165,5.2178766E-6,0.162,0.173,0.00356
166,-1.2935578E-7,0.0,0.0,-8.82E-5
167,4.00589E-6,0.152,0.156,0.00273
168,-1.5296428E-7,0.0,0.0,-1.04E-4
169,6.1788633E-6,0.169,0.164,0.00421
170,-9.7692045E-8,0.0,0.0,-6.66E-5
171,-3.758152E-8,0.0,0.0,-2.56E-5
172,-5.0288673E-8,0.0,0.0,-3.43E-5
173,3.8071298E-6,0.154,0.155,0.0026
174,-1.4069177E-7,0.0,0.0,-9.6E-5
175,7.4497375E-6,0.168,0.177,0.00508
176,-5.7812432E-8,0.0,0.0,-3.94E-5
177,4.7191056E-6,0.151,0.152,0.00322
178,-1.038896E-7,0.0,0.0,-7.09E-5
179,7.1242443E-6,0.167,0.174,0.00486
180,-5.982384E-8,0.0,0.0,-4.08E-5
181,6.208258E-6,0.156,0.159,0.00423
182,-9.86109E-8,0.0,0.0,-6.73E-5
183,5.5113433E-6,0.147,0.177,0.00376
184,-1.1360231E-7,0.0,0.0,-7.75E-5
185,3.976039E-6,0.151,0.154,0.00271
186,-1.2354405E-7,0.0,0.0,-8.43E-5
187,8.1753815E-6,0.17,0.172,0.00558
188,-6.304117E-8,0.0,0.0,-4.3E-5
189,-8.560399E-8,0.0,0.0,-5.84E-5
190,-5.5402122E-8,0.0,0.0,-3.78E-5
191,4.0386503E-6,0.144,0.156,0.00275
192,-1.3601986E-7,0.0,0.0,-9.28E-5
193,6.710947E-6,0.176,0.17,0.00458
194,-7.089081E-8,0.0,0.0,-4.84E-5
195,4.14579E-6,0.148,0.156,0.00283
196,-1.4404475E-7,0.0,0.0,-9.82E-5
197,6.2552936E-6,0.171,0.17,0.00427
198,-9.0486864E-8,0.0,0.0,-6.17E-5
199,5.5876026E-6,0.156,0.161,0.00381
200,-1.2518616E-7,0.0,0.0,-8.54E-5
201,4.268566E-6,0.169,0.176,0.00291
202,-1.8621631E-7,0.0,0.0,-1.27E-4
203,4.8433967E-6,0.153,0.156,0.0033
204,-1.5342466E-7,0.0,0.0,-1.05E-4
205,4.6911296E-6,0.17,0.173,0.0032
206,-1.2726483E-7,0.0,0.0,-8.68E-5
207,-8.457792E-8,0.0,0.0,-5.77E-5
208,-7.887957E-8,0.0,0.0,-5.38E-5
209,4.189277E-6,0.155,0.158,0.00286
210,-1.5282285E-7,0.0,0.0,-1.04E-4
211,4.74025E-6,0.168,0.175,0.00323
212,-1.4073211E-7,0.0,0.0,-9.6E-5
213,3.850194E-6,0.153,0.156,0.00263
214,-1.358235E-7,0.0,0.0,-9.26E-5
215,4.3321493E-6,0.137,0.169,0.00295
216,-1.2394142E-7,0.0,0.0,-8.45E-5
217,4.5013626E-6,0.159,0.163,0.00307
218,-1.4420999E-7,0.0,0.0,-9.84E-5
219,5.5612536E-6,0.176,0.177,0.00379
220,-1.1005871E-7,0.0,0.0,-7.51E-5
221,5.2623873E-6,0.155,0.156,0.00359
222,-1.255647E-7,0.0,0.0,-8.56E-5
223,7.136451E-6,0.173,0.171,0.00487
224,-1.1101676E-7,0.0,0.0,-7.57E-5
225,-8.166534E-8,0.0,0.0,-5.57E-5
226,-4.8192334E-8,0.0,0.0,-3.29E-5
227,5.370585E-6,0.161,0.153,0.00366
228,-1.2846114E-7,0.0,0.0,-8.76E-5
229,7.729235E-6,0.187,0.18,0.00527
230,-1.00878246E-7,0.0,0.0,-6.88E-5
231,5.4289803E-6,0.158,0.151,0.0037
232,-8.621195E-8,0.0,0.0,-5.88E-5
233,6.444769E-6,0.178,0.177,0.0044
234,-1.2650507E-7,0.0,0.0,-8.63E-5
235,3.957287E-6,0.164,0.158,0.0027
236,-1.6432062E-7,0.0,0.0,-1.12E-4
237,4.59015E-6,0.185,0.182,0.00313
238,-1.5958648E-7,0.0,0.0,-1.09E-4
239,5.2829314E-6,0.158,0.151,0.0036
240,-1.3613209E-7,0.0,0.0,-9.28E-5
241,7.238416E-6,0.177,0.177,0.00494
242,-1.1790374E-7,0.0,0.0,-8.04E-5
243,-9.0123706E-8,0.0,0.0,-6.15E-5
244,-9.796528E-8,0.0,0.0,-6.68E-5
245,5.4734E-6,0.165,0.168,0.00373
246,-1.4129203E-7,0.0,0.0,-9.64E-5
247,7.742307E-6,0.182,0.186,0.00528
248,-8.221642E-8,0.0,0.0,-5.61E-5
249,3.0573779E-6,0.161,0.164,0.00209
250,-1.8815508E-7,0.0,0.0,-1.28E-4
251,7.6205206E-6,0.179,0.185,0.0052
252,-5.244035E-8,0.0,0.0,-3.58E-5
253,7.488401E-6,0.159,0.167,0.00511
254,-5.805569E-8,0.0,0.0,-3.96E-5
255,6.4011456E-6,0.182,0.189,0.00437
256,-1.4332804E-7,0.0,0.0,-9.78E-5
257,7.2010794E-6,0.161,0.163,0.00491
258,-9.737039E-8,0.0,0.0,-6.64E-5
259,7.930021E-6,0.175,0.181,0.00541
260,-8.050784E-8,0.0,0.0,-5.49E-5
261,-5.8801227E-8,0.0,0.0,-4.01E-5
262,-6.104244E-8,0.0,0.0,-4.16E-5
263,5.3209237E-6,0.17,0.165,0.00363
264,-1.2192733E-7,0.0,0.0,-8.32E-5
265,5.719392E-6,0.173,0.172,0.0039
266,-1.13788694E-7,0.0,0.0,-7.76E-5
267,7.3483493E-6,0.17,0.168,0.00501
268,-9.109944E-8,0.0,0.0,-6.21E-5
269,7.1354107E-6,0.177,0.183,0.00487
270,-6.7855254E-8,0.0,0.0,-4.63E-5
271,5.1409875E-6,0.173,0.173,0.00351
272,-1.4403092E-7,0.0,0.0,-9.82E-5
273,8.256595E-6,0.186,0.191,0.00563
274,-9.2930605E-8,0.0,0.0,-6.34E-5
275,5.794965E-6,0.17,0.171,0.00395
276,-1.2138202E-7,0.0,0.0,-8.28E-5
277,7.6512215E-6,0.18,0.183,0.00522
278,-6.0493285E-8,0.0,0.0,-4.13E-5
279,-1.0303261E-7,0.0,0.0,-7.03E-5
280,-8.470089E-8,0.0,0.0,-5.78E-5
281,-9.250289E-8,0.0,0.0,-6.31E-5
282,-5.4728066E-8,0.0,0.0,-3.73E-5
283,-8.489458E-8,0.0,0.0,-5.79E-5
284,-1.0564891E-7,0.0,0.0,-7.21E-5
285,-8.223256E-8,0.0,0.0,-5.61E-5
286,-8.643907E-8,0.0,0.0,-5.9E-5
287,-5.9852276E-8,0.0,0.0,-4.08E-5
288,-5.613421E-8,0.0,0.0,-3.83E-5
289,-5.5336024E-8,0.0,0.0,-3.77E-5
290,-6.563056E-8,0.0,0.0,-4.48E-5
291,-5.0082303E-8,0.0,0.0,-3.42E-5
292,-7.8350396E-8,0.0,0.0,-5.34E-5
293,-1.0047858E-7,0.0,0.0,-6.85E-5
294,-2.7918766E-8,0.0,0.0,-1.9E-5
295,-3.9931876E-8,0.0,0.0,-2.72E-5
296,-8.746668E-8,0.0,0.0,-5.97E-5
297,-6.718351E-8,0.0,0.0,-4.58E-5
298,-3.807073E-8,0.0,0.0,-2.6E-5
299,-5.6148043E-8,0.0,0.0,-3.83E-5
300,-3.2094917E-8,0.0,0.0,-2.19E-5
301,-5.610154E-8,0.0,0.0,-3.83E-5
302,-1.7485496E-8,0.0,0.0,-1.19E-5
303,-5.1270934E-8,0.0,0.0,-3.5E-5
304,-3.9477637E-8,0.0,0.0,-2.69E-5
305,-3.693398E-8,0.0,0.0,-2.52E-5
306,-2.5480018E-8,0.0,0.0,-1.74E-5
307,-5.700272E-8,0.0,0.0,-3.89E-5
308,-5.607349E-8,0.0,0.0,-3.82E-5
309,4.0812956E-6,0.159,0.158,0.00278
310,-1.4719137E-7,0.0,0.0,-1.0E-4
311,7.766976E-6,0.166,0.169,0.0053
312,-6.976214E-8,0.0,0.0,-4.76E-5
313,4.61407E-6,0.155,0.155,0.00315
314,-1.2577337E-7,0.0,0.0,-8.58E-5
315,5.206412E-6,0.164,0.167,0.00355
316,-1.4184849E-7,0.0,0.0,-9.67E-5
317,5.649474E-6,0.161,0.162,0.00385
318,-1.0485303E-7,0.0,0.0,-7.15E-5
319,6.5446543E-6,0.168,0.173,0.00446
320,-9.1470284E-8,0.0,0.0,-6.24E-5
321,6.3978746E-6,0.157,0.157,0.00436
322,-1.0603359E-7,0.0,0.0,-7.23E-5
323,6.4798237E-6,0.168,0.17,0.00442
324,-6.909461E-8,0.0,0.0,-4.71E-5
325,-6.416946E-8,0.0,0.0,-4.38E-5
326,-5.684093E-8,0.0,0.0,-3.88E-5
327,6.238165E-6,0.152,0.157,0.00425
328,-7.571412E-8,0.0,0.0,-5.16E-5
329,5.4030916E-6,0.171,0.171,0.00369
330,-1.1100869E-7,0.0,0.0,-7.57E-5
331,4.2527645E-6,0.15,0.151,0.0029
332,-1.6778775E-7,0.0,0.0,-1.14E-4
333,5.582807E-6,0.163,0.166,0.00381
334,-1.4569531E-7,0.0,0.0,-9.94E-5
335,4.5667625E-6,0.156,0.161,0.00311
336,-1.5491958E-7,0.0,0.0,-1.06E-4
337,4.534494E-6,0.15,0.175,0.00309
338,-1.4661454E-7,0.0,0.0,-1.0E-4
339,4.703152E-6,0.15,0.153,0.00321
340,-1.2664763E-7,0.0,0.0,-8.64E-5
341,6.4207234E-6,0.168,0.169,0.00438
342,-8.455486E-8,0.0,0.0,-5.77E-5
343,-7.824587E-8,0.0,0.0,-5.34E-5
344,-7.638664E-8,0.0,0.0,-5.21E-5
345,5.064782E-6,0.144,0.15,0.00345
346,-1.5390964E-7,0.0,0.0,-1.05E-4
347,5.943867E-6,0.175,0.176,0.00405
348,-1.3056132E-7,0.0,0.0,-8.9E-5
349,4.272126E-6,0.147,0.155,0.00291
350,-1.326592E-7,0.0,0.0,-9.05E-5
351,4.370443E-6,0.143,0.17,0.00298
352,-1.452353E-7,0.0,0.0,-9.91E-5
353,4.8105435E-6,0.154,0.162,0.00328
354,-1.3367259E-7,0.0,0.0,-9.12E-5
355,5.039993E-6,0.176,0.177,0.00344
356,-1.3462717E-7,0.0,0.0,-9.18E-5
357,2.7510196E-6,0.149,0.158,0.00188
358,-1.7345766E-7,0.0,0.0,-1.18E-4
359,3.6380643E-6,0.152,0.171,0.00248
360,-1.614726E-7,0.0,0.0,-1.1E-4
361,-1.0011926E-7,0.0,0.0,-6.83E-5
362,-7.72271E-8,0.0,0.0,-5.27E-5
363,3.6960823E-6,0.157,0.158,0.00252
364,-1.686455E-7,0.0,0.0,-1.15E-4
365,7.719903E-6,0.176,0.174,0.00527
366,-6.189827E-8,0.0,0.0,-4.22E-5
367,5.079773E-6,0.153,0.157,0.00346
368,-1.3487582E-7,0.0,0.0,-9.2E-5
369,5.3097847E-6,0.144,0.168,0.00362
370,-1.2783973E-7,0.0,0.0,-8.72E-5
371,5.6669205E-6,0.158,0.161,0.00387
372,-1.2721026E-7,0.0,0.0,-8.68E-5
373,6.7449996E-6,0.177,0.174,0.0046
374,-9.446318E-8,0.0,0.0,-6.44E-5
375,3.9923357E-6,0.153,0.157,0.00272
376,-1.5343964E-7,0.0,0.0,-1.05E-4
377,6.9023595E-6,0.175,0.17,0.00471
378,-8.587492E-8,0.0,0.0,-5.86E-5
379,-7.88054E-8,0.0,0.0,-5.37E-5
380,-6.543457E-8,0.0,0.0,-4.46E-5
381,5.137294E-6,0.159,0.159,0.0035
382,-1.2876858E-7,0.0,0.0,-8.78E-5
383,8.65529E-6,0.18,0.178,0.0059
384,-6.580695E-8,0.0,0.0,-4.49E-5
385,3.0441233E-6,0.157,0.156,0.00208
386,-1.885463E-7,0.0,0.0,-1.29E-4
387,5.088255E-6,0.177,0.175,0.00347
388,-1.3551721E-7,0.0,0.0,-9.24E-5
389,6.0182456E-6,0.162,0.163,0.0041
390,-9.670479E-8,0.0,0.0,-6.6E-5
391,7.2799953E-6,0.183,0.18,0.00497
392,-8.949346E-8,0.0,0.0,-6.1E-5
393,5.555572E-6,0.155,0.157,0.00379
394,-1.417701E-7,0.0,0.0,-9.67E-5
395,5.533626E-6,0.179,0.175,0.00377
396,-1.2999948E-7,0.0,0.0,-8.87E-5
397,-8.892047E-8,0.0,0.0,-6.06E-5
398,-6.815039E-8,0.0,0.0,-4.65E-5
399,4.895422E-6,0.169,0.153,0.00334
400,-1.6254594E-7,0.0,0.0,-1.11E-4
401,7.2145504E-6,0.183,0.188,0.00492
402,-9.530825E-8,0.0,0.0,-6.5E-5
403,3.8883136E-6,0.16,0.151,0.00265
404,-1.7138322E-7,0.0,0.0,-1.17E-4
405,6.5260638E-6,0.178,0.181,0.00445
406,-1.2602393E-7,0.0,0.0,-8.6E-5
407,3.6888914E-6,0.161,0.154,0.00252
408,-1.5901963E-7,0.0,0.0,-1.08E-4
409,7.313343E-6,0.181,0.186,0.00499
410,-1.1899976E-7,0.0,0.0,-8.12E-5
411,5.003283E-6,0.156,0.15,0.00341
412,-1.4758682E-7,0.0,0.0,-1.01E-4
413,4.7445483E-6,0.175,0.179,0.00324
414,-1.6547466E-7,0.0,0.0,-1.13E-4
415,-8.6030944E-8,0.0,0.0,-5.87E-5
416,-6.979826E-8,0.0,0.0,-4.76E-5
417,5.7447724E-6,0.16,0.157,0.00392
418,-1.494737E-7,0.0,0.0,-1.02E-4
419,8.561327E-6,0.171,0.172,0.00584
420,-7.410891E-8,0.0,0.0,-5.05E-5
421,5.479857E-6,0.162,0.159,0.00374
422,-1.4250986E-7,0.0,0.0,-9.72E-5
423,7.058971E-6,0.173,0.178,0.00481
424,-1.0808458E-7,0.0,0.0,-7.37E-5
425,5.2564715E-6,0.169,0.165,0.00359
426,-1.4543322E-7,0.0,0.0,-9.92E-5
427,7.719582E-6,0.18,0.186,0.00527
428,-9.678664E-8,0.0,0.0,-6.6E-5
429,4.88845E-6,0.163,0.158,0.00333
430,-1.4959976E-7,0.0,0.0,-1.02E-4
431,7.265395E-6,0.173,0.18,0.00496
432,-9.424144E-8,0.0,0.0,-6.43E-5
433,-1.1388976E-7,0.0,0.0,-7.77E-5
434,-9.4130385E-8,0.0,0.0,-6.42E-5
435,-6.993968E-8,0.0,0.0,-4.77E-5
436,-8.7774886E-8,0.0,0.0,-5.99E-5
437,-6.647102E-8,0.0,0.0,-4.53E-5
438,-5.403633E-8,0.0,0.0,-3.69E-5
439,-9.13769E-8,0.0,0.0,-6.23E-5
440,-9.019288E-8,0.0,0.0,-6.15E-5
441,-1.01295974E-7,0.0,0.0,-6.91E-5
442,-4.1386055E-8,0.0,0.0,-2.82E-5
443,-7.975769E-8,0.0,0.0,-5.44E-5
444,-8.187901E-8,0.0,0.0,-5.58E-5
445,-6.665317E-8,0.0,0.0,-4.55E-5
446,-6.489425E-8,0.0,0.0,-4.43E-5
447,-5.8581023E-8,0.0,0.0,-4.0E-5
448,-7.6589934E-8,0.0,0.0,-5.22E-5
449,-2.9960148E-8,0.0,0.0,-2.04E-5
450,-1.07516584E-7,0.0,0.0,-7.33E-5
451,-6.140253E-8,0.0,0.0,-4.19E-5
452,-6.209657E-8,0.0,0.0,-4.24E-5
453,-2.7466832E-8,0.0,0.0,-1.87E-5
454,-4.6170165E-8,0.0,0.0,-3.15E-5
455,-1.922905E-8,0.0,0.0,-1.31E-5
456,-5.0136876E-8,0.0,0.0,-3.42E-5
457,-3.5919822E-8,0.0,0.0,-2.45E-5
458,-3.6721847E-8,0.0,0.0,-2.5E-5
459,-9.0978766E-8,0.0,0.0,-6.21E-5
460,-4.7982507E-8,0.0,0.0,-3.27E-5
461,-3.4686614E-8,0.0,0.0,-2.37E-5
462,-3.4297706E-8,0.0,0.0,-2.34E-5
463,4.037304E-6,0.156,0.158,0.00275
464,-1.6979186E-7,0.0,0.0,-1.16E-4
465,4.4597523E-6,0.171,0.173,0.00304
466,-1.2492484E-7,0.0,0.0,-8.52E-5
467,4.53429E-6,0.152,0.157,0.00309
468,-1.19066236E-7,0.0,0.0,-8.12E-5
469,7.628263E-6,0.165,0.166,0.0052
470,-8.613202E-8,0.0,0.0,-5.87E-5
471,5.444771E-6,0.156,0.162,0.00371
472,-9.4324456E-8,0.0,0.0,-6.43E-5
473,7.496179E-6,0.173,0.172,0.00511
474,-8.6771486E-8,0.0,0.0,-5.92E-5
475,5.5129253E-6,0.153,0.157,0.00376
476,-1.1693339E-7,0.0,0.0,-7.98E-5
477,5.083344E-6,0.168,0.17,0.00347
478,-1.4124822E-7,0.0,0.0,-9.63E-5
479,-1.0407022E-7,0.0,0.0,-7.1E-5
480,-7.666141E-8,0.0,0.0,-5.23E-5
481,4.731198E-6,0.149,0.164,0.00323
482,-1.5752242E-7,0.0,0.0,-1.07E-4
483,4.3739483E-6,0.172,0.158,0.00298
484,-1.3362339E-7,0.0,0.0,-9.11E-5
485,4.5034153E-6,0.145,0.158,0.00307
486,-1.4433412E-7,0.0,0.0,-9.84E-5
487,4.9634427E-6,0.169,0.153,0.00339
488,-1.3362724E-7,0.0,0.0,-9.11E-5
489,4.2871607E-6,0.152,0.164,0.00292
490,-1.310536E-7,0.0,0.0,-8.94E-5
491,3.6331437E-6,0.17,0.181,0.00248
492,-1.5502872E-7,0.0,0.0,-1.06E-4
493,6.1512187E-6,0.147,0.159,0.0042
494,-1.2295148E-7,0.0,0.0,-8.39E-5
495,3.5735338E-6,0.141,0.161,0.00244
496,-1.9427654E-7,0.0,0.0,-1.33E-4
497,-1.2117795E-7,0.0,0.0,-8.26E-5
498,-3.5036706E-8,0.0,0.0,-2.39E-5
499,5.261153E-6,0.146,0.162,0.00359
500,-1.2398178E-7,0.0,0.0,-8.46E-5
501,7.4499003E-6,0.174,0.169,0.00508
502,-4.0625533E-8,0.0,0.0,-2.77E-5
503,5.5869223E-6,0.151,0.161,0.00381
504,-1.3058091E-7,0.0,0.0,-8.91E-5
505,3.6291597E-6,0.136,0.169,0.00248
506,-1.7088325E-7,0.0,0.0,-1.17E-4
507,4.6061195E-6,0.155,0.166,0.00314
508,-1.4223663E-7,0.0,0.0,-9.7E-5
509,5.4141738E-6,0.177,0.176,0.00369
510,-7.127626E-8,0.0,0.0,-4.86E-5
511,7.733131E-6,0.152,0.16,0.00527
512,-6.744905E-8,0.0,0.0,-4.6E-5
513,4.906086E-6,0.172,0.174,0.00335
514,-1.341422E-7,0.0,0.0,-9.15E-5
515,-7.9793814E-8,0.0,0.0,-5.44E-5
516,-8.3256325E-8,0.0,0.0,-5.68E-5
517,6.0356842E-6,0.161,0.169,0.00412
518,-1.1011251E-7,0.0,0.0,-7.51E-5
519,7.865636E-6,0.173,0.182,0.00536
520,-1.11728475E-7,0.0,0.0,-7.62E-5
521,4.888014E-6,0.158,0.163,0.00333
522,-1.3006866E-7,0.0,0.0,-8.87E-5
523,4.952417E-6,0.166,0.178,0.00338
524,-1.17275796E-7,0.0,0.0,-8.0E-5
525,6.0358498E-6,0.163,0.165,0.00412
526,-1.518356E-7,0.0,0.0,-1.04E-4
527,5.249805E-6,0.16,0.183,0.00358
528,-1.5095094E-7,0.0,0.0,-1.03E-4
529,5.0431813E-6,0.159,0.152,0.00344
530,-1.4408202E-7,0.0,0.0,-9.83E-5
531,7.2126727E-6,0.169,0.176,0.00492
532,-1.0096241E-7,0.0,0.0,-6.89E-5
533,-6.34124E-8,0.0,0.0,-4.33E-5
