bunch_number,peak_lumi,intensity_beam_1,intensity_beam_2,pileup
57,6.7345964E-6,0.16,0.153,0.00459
58,-8.606976E-8,0.0,0.0,-5.87E-5
59,3.5839173E-6,0.149,0.138,0.00244
60,-1.3124883E-7,0.0,0.0,-8.95E-5
61,4.5567513E-6,0.153,0.146,0.00311
62,-1.5970407E-7,0.0,0.0,-1.09E-4
63,4.321274E-6,0.153,0.137,0.00295
64,-1.2750232E-7,0.0,0.0,-8.7E-5
65,4.6577857E-6,0.152,0.148,0.00318
66,-1.5139712E-7,0.0,0.0,-1.03E-4
67,4.1551098E-6,0.145,0.13,0.00283
68,-1.5393924E-7,0.0,0.0,-1.05E-4
69,2.9334315E-6,0.142,0.136,0.002
70,-1.9791776E-7,0.0,0.0,-1.35E-4
71,-8.953035E-8,0.0,0.0,-6.11E-5
72,-1.5231597E-8,0.0,0.0,-1.04E-5
73,3.5091668E-6,0.149,0.152,0.00239
74,-1.7200463E-7,0.0,0.0,-1.17E-4
75,4.996618E-6,0.163,0.154,0.00341
76,-1.2097004E-7,0.0,0.0,-8.25E-5
77,4.5370143E-6,0.146,0.145,0.00309
78,-1.545103E-7,0.0,0.0,-1.05E-4
79,3.0550652E-6,0.157,0.145,0.00208
80,-1.7639945E-7,0.0,0.0,-1.2E-4
81,3.9808006E-6,0.146,0.148,0.00272
82,-1.6094035E-7,0.0,0.0,-1.1E-4
83,4.4068724E-6,0.159,0.146,0.00301
84,-1.3741447E-7,0.0,0.0,-9.37E-5
85,4.2485553E-6,0.143,0.14,0.0029
86,-1.3716776E-7,0.0,0.0,-9.36E-5
87,2.981816E-6,0.151,0.133,0.00203
88,-1.6107255E-7,0.0,0.0,-1.1E-4
89,-6.877718E-8,0.0,0.0,-4.69E-5
90,-6.345583E-8,0.0,0.0,-4.33E-5
91,4.225355E-6,0.15,0.154,0.00288
92,-1.2666763E-7,0.0,0.0,-8.64E-5
93,6.2264253E-6,0.171,0.164,0.00425
94,-8.701398E-8,0.0,0.0,-5.93E-5
95,3.6855154E-6,0.148,0.146,0.00251
96,-1.4409471E-7,0.0,0.0,-9.83E-5
97,5.5724863E-6,0.164,0.158,0.0038
98,-1.460404E-7,0.0,0.0,-9.96E-5
99,5.330614E-6,0.146,0.144,0.00364
100,-1.2560696E-7,0.0,0.0,-8.57E-5
101,6.7362093E-6,0.166,0.161,0.00459
102,-8.995154E-8,0.0,0.0,-6.14E-5
103,3.6922997E-6,0.141,0.136,0.00252
104,-1.4174012E-7,0.0,0.0,-9.67E-5
105,4.9915843E-6,0.158,0.152,0.0034
106,-1.5991121E-7,0.0,0.0,-1.09E-4
107,-8.808117E-8,0.0,0.0,-6.01E-5
108,-8.83471E-8,0.0,0.0,-6.03E-5
109,3.5874466E-6,0.148,0.149,0.00245
110,-1.7510052E-7,0.0,0.0,-1.19E-4
111,5.1438565E-6,0.159,0.156,0.00351
112,-1.296736E-7,0.0,0.0,-8.84E-5
113,3.9808897E-6,0.152,0.146,0.00272
114,-1.5514516E-7,0.0,0.0,-1.06E-4
115,4.921267E-6,0.156,0.158,0.00336
116,-1.5870874E-7,0.0,0.0,-1.08E-4
117,4.35841E-6,0.149,0.15,0.00297
118,-1.4631594E-7,0.0,0.0,-9.98E-5
119,7.4160216E-6,0.159,0.163,0.00506
120,-6.9638006E-8,0.0,0.0,-4.75E-5
121,3.7905788E-6,0.147,0.142,0.00259
122,-1.6309049E-7,0.0,0.0,-1.11E-4
123,3.4588747E-6,0.15,0.157,0.00236
124,-1.7689904E-7,0.0,0.0,-1.21E-4
125,-6.657709E-8,0.0,0.0,-4.54E-5
126,-6.258271E-8,0.0,0.0,-4.27E-5
127,-1.03845785E-7,0.0,0.0,-7.08E-5
128,-7.006996E-8,0.0,0.0,-4.78E-5
129,-5.110261E-8,0.0,0.0,-3.49E-5
130,-5.6347876E-8,0.0,0.0,-3.84E-5
131,-5.064261E-8,0.0,0.0,-3.45E-5
132,-6.471094E-8,0.0,0.0,-4.41E-5
133,-7.4544324E-8,0.0,0.0,-5.08E-5
134,-2.9369101E-8,0.0,0.0,-2.0E-5
135,-7.365544E-8,0.0,0.0,-5.02E-5
136,-5.973276E-8,0.0,0.0,-4.07E-5
137,-6.9388214E-8,0.0,0.0,-4.73E-5
138,-6.169805E-8,0.0,0.0,-4.21E-5
139,-5.6067723E-8,0.0,0.0,-3.82E-5
140,-5.7104558E-8,0.0,0.0,-3.89E-5
141,-5.2270874E-8,0.0,0.0,-3.57E-5
142,-4.56798E-8,0.0,0.0,-3.12E-5
143,-4.5458446E-8,0.0,0.0,-3.1E-5
144,-2.3293754E-8,0.0,0.0,-1.59E-5
145,-2.9258807E-8,0.0,0.0,-2.0E-5
146,-4.8263427E-8,0.0,0.0,-3.29E-5
147,-5.7206396E-8,0.0,0.0,-3.9E-5
148,-6.0098614E-8,0.0,0.0,-4.1E-5
149,-5.5385982E-8,0.0,0.0,-3.78E-5
150,-5.6589982E-8,0.0,0.0,-3.86E-5
151,-6.8443995E-8,0.0,0.0,-4.67E-5
152,-2.6189815E-8,0.0,0.0,-1.79E-5
153,-6.3965786E-8,0.0,0.0,-4.36E-5
154,-4.4662954E-8,0.0,0.0,-3.05E-5
155,4.1625717E-6,0.143,0.149,0.00284
156,-1.2499862E-7,0.0,0.0,-8.53E-5
157,4.7698327E-6,0.156,0.162,0.00325
158,-1.3176724E-7,0.0,0.0,-8.99E-5
159,3.863404E-6,0.141,0.146,0.00264
160,-1.4927464E-7,0.0,0.0,-1.02E-4
161,4.783636E-6,0.152,0.157,0.00326
162,-1.3156242E-7,0.0,0.0,-8.97E-5
163,3.1865516E-6,0.145,0.15,0.00217
164,-1.8426024E-7,0.0,0.0,-1.26E-4
165,4.2178362E-6,0.157,0.159,0.00288
166,-1.57758E-7,0.0,0.0,-1.08E-4
167,4.1686053E-6,0.139,0.148,0.00284
168,-1.2794887E-7,0.0,0.0,-8.73E-5
169,4.8290467E-6,0.152,0.151,0.00329
170,-1.3720235E-7,0.0,0.0,-9.36E-5
171,-5.4653896E-8,0.0,0.0,-3.73E-5
172,-5.399598E-8,0.0,0.0,-3.68E-5
173,5.5267888E-6,0.14,0.148,0.00377
174,-9.682277E-8,0.0,0.0,-6.6E-5
175,4.843168E-6,0.163,0.152,0.0033
176,-1.1505034E-7,0.0,0.0,-7.85E-5
177,4.1172043E-6,0.136,0.145,0.00281
178,-1.5678265E-7,0.0,0.0,-1.07E-4
179,5.5896367E-6,0.158,0.145,0.00381
180,-1.4091465E-7,0.0,0.0,-9.61E-5
181,4.25203E-6,0.143,0.149,0.0029
182,-1.3083609E-7,0.0,0.0,-8.92E-5
183,3.9486263E-6,0.162,0.143,0.00269
184,-1.5880136E-7,0.0,0.0,-1.08E-4
185,2.755958E-6,0.136,0.142,0.00188
186,-1.7494527E-7,0.0,0.0,-1.19E-4
187,5.7115717E-6,0.153,0.134,0.0039
188,-8.472741E-8,0.0,0.0,-5.78E-5
189,-6.770192E-8,0.0,0.0,-4.62E-5
190,-6.630193E-8,0.0,0.0,-4.52E-5
191,4.458541E-6,0.139,0.142,0.00304
192,-1.4844417E-7,0.0,0.0,-1.01E-4
193,6.084187E-6,0.166,0.166,0.00415
194,-1.09647125E-7,0.0,0.0,-7.48E-5
195,3.887843E-6,0.14,0.146,0.00265
196,-1.7194314E-7,0.0,0.0,-1.17E-4
197,3.7698921E-6,0.16,0.158,0.00257
198,-1.9474423E-7,0.0,0.0,-1.33E-4
199,4.2619317E-6,0.144,0.149,0.00291
200,-1.6653456E-7,0.0,0.0,-1.14E-4
201,4.899682E-6,0.163,0.16,0.00334
202,-1.4105991E-7,0.0,0.0,-9.62E-5
203,5.731678E-6,0.134,0.142,0.00391
204,-9.9183886E-8,0.0,0.0,-6.76E-5
205,4.963438E-6,0.153,0.156,0.00339
206,-1.1692417E-7,0.0,0.0,-7.97E-5
207,-8.9402E-8,0.0,0.0,-6.1E-5
208,-7.301328E-8,0.0,0.0,-4.98E-5
209,4.9512632E-6,0.139,0.154,0.00338
210,-1.14788634E-7,0.0,0.0,-7.83E-5
211,5.963869E-6,0.166,0.168,0.00407
212,-8.8065796E-8,0.0,0.0,-6.01E-5
213,6.3226025E-6,0.131,0.148,0.00431
214,-7.772437E-8,0.0,0.0,-5.3E-5
215,5.239899E-6,0.161,0.16,0.00357
216,-1.7110692E-7,0.0,0.0,-1.17E-4
217,2.8024292E-6,0.129,0.15,0.00191
218,-1.8139723E-7,0.0,0.0,-1.24E-4
219,5.5647774E-6,0.161,0.162,0.0038
220,-1.0903225E-7,0.0,0.0,-7.44E-5
221,2.626356E-6,0.119,0.145,0.00179
222,-1.9415894E-7,0.0,0.0,-1.32E-4
223,6.2641548E-6,0.156,0.157,0.00427
224,-1.0172639E-7,0.0,0.0,-6.94E-5
225,-6.898662E-8,0.0,0.0,-4.71E-5
226,-9.300824E-8,0.0,0.0,-6.34E-5
227,5.128351E-6,0.149,0.156,0.0035
228,-1.1942171E-7,0.0,0.0,-8.15E-5
229,3.8334347E-6,0.17,0.165,0.00261
230,-1.3798747E-7,0.0,0.0,-9.41E-5
231,5.495179E-6,0.145,0.15,0.00375
232,-1.3666202E-7,0.0,0.0,-9.32E-5
233,6.022682E-6,0.164,0.161,0.00411
234,-1.320178E-7,0.0,0.0,-9.0E-5
235,3.3402516E-6,0.146,0.152,0.00228
236,-1.6067902E-7,0.0,0.0,-1.1E-4
237,6.502276E-6,0.166,0.164,0.00443
238,-9.633894E-8,0.0,0.0,-6.57E-5
239,3.8366E-6,0.136,0.146,0.00262
240,-1.5802622E-7,0.0,0.0,-1.08E-4
241,5.52899E-6,0.156,0.16,0.00377
242,-1.3771692E-7,0.0,0.0,-9.39E-5
243,-9.487669E-8,0.0,0.0,-6.47E-5
244,-4.5310493E-8,0.0,0.0,-3.09E-5
245,4.3322657E-6,0.156,0.151,0.00295
246,-1.9471733E-7,0.0,0.0,-1.33E-4
247,6.53056E-6,0.167,0.175,0.00445
248,-1.0680756E-7,0.0,0.0,-7.28E-5
249,4.859135E-6,0.148,0.149,0.00331
250,-1.6782464E-7,0.0,0.0,-1.14E-4
251,5.2106593E-6,0.161,0.169,0.00355
252,-1.2923242E-7,0.0,0.0,-8.81E-5
253,4.778843E-6,0.147,0.146,0.00326
254,-1.2645472E-7,0.0,0.0,-8.62E-5
255,6.446539E-6,0.163,0.166,0.0044
256,-1.2434072E-7,0.0,0.0,-8.48E-5
257,4.0391383E-6,0.142,0.146,0.00275
258,-1.9212102E-7,0.0,0.0,-1.31E-4
259,4.5546967E-6,0.152,0.16,0.00311
260,-1.4983571E-7,0.0,0.0,-1.02E-4
261,-1.0466933E-7,0.0,0.0,-7.14E-5
262,-6.455453E-8,0.0,0.0,-4.4E-5
263,4.7530866E-6,0.156,0.155,0.00324
264,-1.495963E-7,0.0,0.0,-1.02E-4
265,6.2252484E-6,0.161,0.164,0.00425
266,-1.1459495E-7,0.0,0.0,-7.82E-5
267,5.327819E-6,0.155,0.149,0.00363
268,-1.5317295E-7,0.0,0.0,-1.04E-4
269,5.746663E-6,0.161,0.166,0.00392
270,-1.10107514E-7,0.0,0.0,-7.51E-5
271,4.734426E-6,0.155,0.15,0.00323
272,-1.2270284E-7,0.0,0.0,-8.37E-5
273,5.6203667E-6,0.159,0.166,0.00383
274,-1.6526522E-7,0.0,0.0,-1.13E-4
275,4.0507944E-6,0.148,0.142,0.00276
276,-1.6464459E-7,0.0,0.0,-1.12E-4
277,4.615998E-6,0.152,0.158,0.00315
278,-1.6260705E-7,0.0,0.0,-1.11E-4
279,-8.495376E-8,0.0,0.0,-5.79E-5
280,-7.158062E-8,0.0,0.0,-4.88E-5
281,-8.176756E-8,0.0,0.0,-5.58E-5
282,-3.785245E-8,0.0,0.0,-2.58E-5
283,-4.590923E-8,0.0,0.0,-3.13E-5
284,-8.242625E-8,0.0,0.0,-5.62E-5
285,-6.468596E-8,0.0,0.0,-4.41E-5
286,-6.727535E-8,0.0,0.0,-4.59E-5
287,-4.497846E-8,0.0,0.0,-3.07E-5
288,-8.519779E-8,0.0,0.0,-5.81E-5
289,-5.7368954E-8,0.0,0.0,-3.91E-5
290,-3.694474E-8,0.0,0.0,-2.52E-5
291,-7.484023E-8,0.0,0.0,-5.1E-5
292,-5.358248E-8,0.0,0.0,-3.65E-5
293,-6.832948E-8,0.0,0.0,-4.66E-5
294,-5.7583005E-8,0.0,0.0,-3.93E-5
295,-7.1198635E-8,0.0,0.0,-4.86E-5
296,-3.528573E-8,0.0,0.0,-2.41E-5
297,-3.61235E-8,0.0,0.0,-2.46E-5
298,-6.0993635E-8,0.0,0.0,-4.16E-5
299,-5.2393847E-8,0.0,0.0,-3.57E-5
300,-5.2467634E-8,0.0,0.0,-3.58E-5
301,-4.5787022E-8,0.0,0.0,-3.12E-5
302,-2.6443066E-8,0.0,0.0,-1.8E-5
303,-5.011151E-8,0.0,0.0,-3.42E-5
304,-5.6883202E-8,0.0,0.0,-3.88E-5
305,-7.419692E-8,0.0,0.0,-5.06E-5
306,-3.1323633E-8,0.0,0.0,-2.14E-5
307,-4.936636E-8,0.0,0.0,-3.37E-5
308,-4.8096258E-8,0.0,0.0,-3.28E-5
309,3.2845041E-6,0.148,0.144,0.00224
310,-1.01080005E-7,0.0,0.0,-6.89E-5
311,5.583813E-6,0.162,0.153,0.00381
312,-1.0275131E-7,0.0,0.0,-7.01E-5
313,2.5523875E-6,0.145,0.143,0.00174
314,-1.9359557E-7,0.0,0.0,-1.32E-4
315,4.5701945E-6,0.156,0.148,0.00312
316,-1.482893E-7,0.0,0.0,-1.01E-4
317,4.848924E-6,0.149,0.147,0.00331
318,-1.2149461E-7,0.0,0.0,-8.29E-5
319,7.352838E-6,0.161,0.149,0.00501
320,-7.4403665E-8,0.0,0.0,-5.07E-5
321,2.637198E-6,0.144,0.142,0.0018
322,-1.6704874E-7,0.0,0.0,-1.14E-4
323,5.5504706E-6,0.155,0.136,0.00379
324,-1.03220536E-7,0.0,0.0,-7.04E-5
325,-4.1825306E-8,0.0,0.0,-2.85E-5
326,-4.1166622E-8,0.0,0.0,-2.81E-5
327,5.600778E-6,0.146,0.13,0.00382
328,-1.1448965E-7,0.0,0.0,-7.81E-5
329,4.704813E-6,0.166,0.161,0.00321
330,-1.4141962E-7,0.0,0.0,-9.65E-5
331,4.9663736E-6,0.141,0.125,0.00339
332,-1.1851593E-7,0.0,0.0,-8.08E-5
333,4.8298025E-6,0.159,0.158,0.00329
334,-1.3790715E-7,0.0,0.0,-9.41E-5
335,5.9901304E-6,0.146,0.128,0.00409
336,-1.071884E-7,0.0,0.0,-7.31E-5
337,5.5083174E-6,0.16,0.158,0.00376
338,-1.2893497E-7,0.0,0.0,-8.79E-5
339,4.73565E-6,0.139,0.123,0.00323
340,-1.5409258E-7,0.0,0.0,-1.05E-4
341,6.2446834E-6,0.156,0.153,0.00426
342,-6.543534E-8,0.0,0.0,-4.46E-5
343,-6.827644E-8,0.0,0.0,-4.66E-5
344,-7.141346E-8,0.0,0.0,-4.87E-5
345,3.6078366E-6,0.135,0.141,0.00246
346,-1.8671359E-7,0.0,0.0,-1.27E-4
347,6.3766774E-6,0.166,0.163,0.00435
348,-1.2125403E-7,0.0,0.0,-8.27E-5
349,3.8065018E-6,0.132,0.143,0.0026
350,-1.5362065E-7,0.0,0.0,-1.05E-4
351,3.887344E-6,0.162,0.158,0.00265
352,-1.428642E-7,0.0,0.0,-9.74E-5
353,5.020349E-6,0.133,0.145,0.00342
354,-1.3642338E-7,0.0,0.0,-9.3E-5
355,6.3294706E-6,0.165,0.161,0.00432
356,-9.228038E-8,0.0,0.0,-6.29E-5
357,3.409366E-6,0.127,0.142,0.00233
358,-1.6356547E-7,0.0,0.0,-1.12E-4
359,5.594755E-6,0.16,0.154,0.00382
360,-1.2988419E-7,0.0,0.0,-8.86E-5
361,-1.04948334E-7,0.0,0.0,-7.16E-5
362,-9.542623E-8,0.0,0.0,-6.51E-5
363,5.9999534E-6,0.155,0.153,0.00409
364,-1.2205223E-7,0.0,0.0,-8.32E-5
365,6.9897105E-6,0.169,0.162,0.00477
366,-1.1741491E-7,0.0,0.0,-8.01E-5
367,7.1471018E-6,0.152,0.146,0.00487
368,-6.846244E-8,0.0,0.0,-4.67E-5
369,6.990317E-6,0.162,0.154,0.00477
370,-1.2405441E-7,0.0,0.0,-8.46E-5
371,3.9902447E-6,0.152,0.148,0.00272
372,-1.7236933E-7,0.0,0.0,-1.18E-4
373,5.452462E-6,0.163,0.155,0.00372
374,-1.3393851E-7,0.0,0.0,-9.14E-5
375,3.4357085E-6,0.147,0.141,0.00234
376,-2.1054652E-7,0.0,0.0,-1.44E-4
377,5.770669E-6,0.159,0.147,0.00394
378,-1.13541205E-7,0.0,0.0,-7.74E-5
379,-1.0403371E-7,0.0,0.0,-7.1E-5
380,-7.062642E-8,0.0,0.0,-4.82E-5
381,4.085736E-6,0.154,0.147,0.00279
382,-1.7399414E-7,0.0,0.0,-1.19E-4
383,4.922091E-6,0.169,0.165,0.00336
384,-1.3615744E-7,0.0,0.0,-9.29E-5
385,5.4445622E-6,0.148,0.144,0.00371
386,-1.2690819E-7,0.0,0.0,-8.66E-5
387,4.88104E-6,0.163,0.161,0.00333
388,-1.3026157E-7,0.0,0.0,-8.88E-5
389,3.212673E-6,0.15,0.146,0.00219
390,-2.1591052E-7,0.0,0.0,-1.47E-4
391,5.7953184E-6,0.165,0.163,0.00395
392,-1.4078937E-7,0.0,0.0,-9.6E-5
393,3.795872E-6,0.137,0.141,0.00259
394,-1.9122369E-7,0.0,0.0,-1.3E-4
395,5.471565E-6,0.161,0.157,0.00373
396,-1.5991697E-7,0.0,0.0,-1.09E-4
397,-8.4802736E-8,0.0,0.0,-5.78E-5
398,-7.803604E-8,0.0,0.0,-5.32E-5
399,4.632785E-6,0.152,0.158,0.00316
400,-1.6053261E-7,0.0,0.0,-1.09E-4
401,7.3132437E-6,0.167,0.171,0.00499
402,-1.0859954E-7,0.0,0.0,-7.41E-5
403,4.6931073E-6,0.148,0.151,0.0032
404,-1.678769E-7,0.0,0.0,-1.14E-4
405,6.5227555E-6,0.167,0.166,0.00445
406,-1.08705215E-7,0.0,0.0,-7.41E-5
407,5.4679476E-6,0.149,0.152,0.00373
408,-1.314087E-7,0.0,0.0,-8.96E-5
409,5.8704413E-6,0.172,0.166,0.004
410,-1.4641432E-7,0.0,0.0,-9.99E-5
411,4.0228315E-6,0.142,0.147,0.00274
412,-1.4833311E-7,0.0,0.0,-1.01E-4
413,6.7891915E-6,0.166,0.158,0.00463
414,-1.1671127E-7,0.0,0.0,-7.96E-5
415,-1.01073084E-7,0.0,0.0,-6.89E-5
416,-7.9974434E-8,0.0,0.0,-5.45E-5
417,3.2391417E-6,0.152,0.151,0.00221
418,-2.138311E-7,0.0,0.0,-1.46E-4
419,6.6908256E-6,0.17,0.159,0.00456
420,-1.417455E-7,0.0,0.0,-9.67E-5
421,3.6334077E-6,0.152,0.149,0.00248
422,-1.4992564E-7,0.0,0.0,-1.02E-4
423,8.984999E-6,0.17,0.16,0.00613
424,-8.50214E-8,0.0,0.0,-5.8E-5
425,5.138958E-6,0.154,0.153,0.0035
426,-1.4441598E-7,0.0,0.0,-9.85E-5
427,6.6970333E-6,0.172,0.162,0.00457
428,-1.3244744E-7,0.0,0.0,-9.03E-5
429,3.754475E-6,0.149,0.147,0.00256
430,-2.0906812E-7,0.0,0.0,-1.43E-4
431,4.8310053E-6,0.165,0.154,0.00329
432,-1.7119723E-7,0.0,0.0,-1.17E-4
433,-1.1534087E-7,0.0,0.0,-7.87E-5
434,-1.0782402E-7,0.0,0.0,-7.35E-5
435,-8.078184E-8,0.0,0.0,-5.51E-5
436,-1.1148176E-7,0.0,0.0,-7.6E-5
437,-1.1422218E-7,0.0,0.0,-7.79E-5
438,-1.1492506E-7,0.0,0.0,-7.84E-5
439,-1.08037696E-7,0.0,0.0,-7.37E-5
440,-5.5263392E-8,0.0,0.0,-3.77E-5
441,-8.459137E-8,0.0,0.0,-5.77E-5
442,-6.677038E-8,0.0,0.0,-4.55E-5
443,-6.2535435E-8,0.0,0.0,-4.27E-5
444,-6.51279E-8,0.0,0.0,-4.44E-5
445,-7.379148E-8,0.0,0.0,-5.03E-5
446,-9.625977E-8,0.0,0.0,-6.57E-5
447,-5.513273E-8,0.0,0.0,-3.76E-5
448,-5.9017584E-8,0.0,0.0,-4.03E-5
449,-1.0300148E-7,0.0,0.0,-7.03E-5
450,-8.021385E-8,0.0,0.0,-5.47E-5
451,-5.2662855E-8,0.0,0.0,-3.59E-5
452,-5.54002E-8,0.0,0.0,-3.78E-5
453,-5.5221886E-8,0.0,0.0,-3.77E-5
454,-6.199473E-8,0.0,0.0,-4.23E-5
455,-4.2444025E-8,0.0,0.0,-2.89E-5
456,-7.1980296E-8,0.0,0.0,-4.91E-5
457,-5.5393667E-8,0.0,0.0,-3.78E-5
458,-4.3587306E-8,0.0,0.0,-2.97E-5
459,-2.9418675E-8,0.0,0.0,-2.01E-5
460,-4.6998707E-8,0.0,0.0,-3.21E-5
461,-4.062361E-8,0.0,0.0,-2.77E-5
462,-7.778663E-8,0.0,0.0,-5.31E-5
463,4.305275E-6,0.15,0.151,0.00294
464,-1.0759114E-7,0.0,0.0,-7.34E-5
465,5.876833E-6,0.164,0.16,0.00401
466,-1.2070565E-7,0.0,0.0,-8.23E-5
467,3.6115828E-6,0.147,0.147,0.00246
468,-1.4401977E-7,0.0,0.0,-9.82E-5
469,5.4091147E-6,0.159,0.156,0.00369
470,-1.2998333E-7,0.0,0.0,-8.87E-5
471,4.918561E-6,0.152,0.151,0.00335
472,-1.338144E-7,0.0,0.0,-9.13E-5
473,5.50878E-6,0.161,0.155,0.00376
474,-1.2819866E-7,0.0,0.0,-8.74E-5
475,3.5798014E-6,0.148,0.146,0.00244
476,-1.7452984E-7,0.0,0.0,-1.19E-4
477,5.464443E-6,0.153,0.148,0.00373
478,-1.3327137E-7,0.0,0.0,-9.09E-5
479,-9.162208E-8,0.0,0.0,-6.25E-5
480,-5.3339217E-8,0.0,0.0,-3.64E-5
481,5.459888E-6,0.149,0.148,0.00372
482,-1.4995408E-7,0.0,0.0,-1.02E-4
483,6.3110215E-6,0.169,0.162,0.0043
484,-1.2193809E-7,0.0,0.0,-8.32E-5
485,5.48008E-6,0.144,0.143,0.00374
486,-1.4716562E-7,0.0,0.0,-1.0E-4
487,5.082079E-6,0.166,0.154,0.00347
488,-1.7392342E-7,0.0,0.0,-1.19E-4
489,4.357715E-6,0.145,0.146,0.00297
490,-1.5315757E-7,0.0,0.0,-1.04E-4
491,5.30294E-6,0.164,0.151,0.00362
492,-1.4213326E-7,0.0,0.0,-9.69E-5
493,4.062123E-6,0.139,0.139,0.00277
494,-2.0320184E-7,0.0,0.0,-1.39E-4
495,5.925172E-6,0.159,0.142,0.00404
496,-1.2529262E-7,0.0,0.0,-8.55E-5
497,-7.302405E-8,0.0,0.0,-4.98E-5
498,-7.498434E-8,0.0,0.0,-5.11E-5
499,2.7070575E-6,0.148,0.14,0.00185
500,-1.2308098E-7,0.0,0.0,-8.39E-5
501,5.5080195E-6,0.153,0.159,0.00376
502,-1.05412944E-7,0.0,0.0,-7.19E-5
503,6.351301E-6,0.148,0.14,0.00433
504,-1.10774266E-7,0.0,0.0,-7.56E-5
505,6.698216E-6,0.164,0.148,0.00457
506,-9.880612E-8,0.0,0.0,-6.74E-5
507,6.449441E-6,0.152,0.142,0.0044
508,-1.06013985E-7,0.0,0.0,-7.23E-5
509,3.0481417E-6,0.165,0.147,0.00208
510,-1.9038593E-7,0.0,0.0,-1.3E-4
511,4.5340844E-6,0.145,0.136,0.00309
512,-1.3455454E-7,0.0,0.0,-9.18E-5
513,4.9500354E-6,0.156,0.157,0.00338
514,-1.695582E-7,0.0,0.0,-1.16E-4
515,-6.980709E-8,0.0,0.0,-4.76E-5
516,-6.5729324E-8,0.0,0.0,-4.48E-5
517,3.730319E-6,0.129,0.148,0.00254
518,-2.0036919E-7,0.0,0.0,-1.37E-4
519,4.2287456E-6,0.169,0.138,0.00288
520,-1.499683E-7,0.0,0.0,-1.02E-4
521,3.2406965E-6,0.128,0.146,0.00221
522,-1.6922348E-7,0.0,0.0,-1.15E-4
523,5.434781E-6,0.163,0.164,0.00371
524,-1.4131125E-7,0.0,0.0,-9.64E-5
525,5.0482295E-6,0.132,0.149,0.00344
526,-1.381996E-7,0.0,0.0,-9.43E-5
527,5.989432E-6,0.165,0.144,0.00409
528,-1.2023374E-7,0.0,0.0,-8.2E-5
529,3.1145858E-6,0.128,0.145,0.00212
530,-1.95205E-7,0.0,0.0,-1.33E-4
531,7.4069744E-6,0.157,0.159,0.00505
